년도,국가,포지션,등번호,한글 성명,로마자 성명,생년월일,소속팀
2010,그리스,DF,2,유르카스 세이타리디스,Giourkas Seitaridis,1981. 06. 04.,파나티나이코스 FC
2010,그리스,DF,3,크리스토스 파차초글루,Christos Patsatzoglou,1979. 03. 19.,AC 오모니아
2010,그리스,DF,4,니코스 스피로풀로스,Nikos Spyropoulos,1983. 10. 10.,파나티나이코스 FC
2010,그리스,DF,5,반겔리스 모라스,Vangelis Moras,1981. 08. 18.,볼로냐 FC 1909
2010,그리스,DF,8,아브람 파파도풀로스,Avraam Papadopoulos,1984. 12. 03.,올림피아코스 FC
2010,그리스,DF,11,루카스 빈트라,Loukas Vyntra,1981. 02. 05.,파나티나이코스 FC
2010,그리스,DF,15,바실리스 토로시디스,Vasilis Torosidis,1985. 06. 10.,올림피아코스 FC
2010,그리스,DF,16,소티리오스 키리야코스,Sotirios Kyrgiakos,1979. 07. 23.,리버풀 FC
2010,그리스,DF,19,소크라티스 파파스타토풀로스,Sokratis Papastathopoulos,1988. 06. 09.,제노아 CFC
2010,그리스,DF,22,스텔리오스 말레자스,Stelios Malezas,1985. 03. 11.,PAOK FC
2010,그리스,MF,6,알렉산드로스 치올리스,Alexandros Tziolis,1985. 02. 13.,AC 시에나
2010,그리스,MF,10,요르고스 카라구니스,Giorgos Karagounis,1977. 03. 06.,파나티나이코스 FC
2010,그리스,MF,18,소티리스 니니스,Sotiris Ninis,1990. 04. 03.,파나티나이코스 FC
2010,그리스,MF,21,코스타스 카추라니스,Kostas Katsouranis,1979. 06. 21.,파나티나이코스 FC
2010,그리스,MF,23,사키스 프리타스,Sakis Prittas,1979. 01. 09.,아리스 테살로니키 FC
2010,그리스,FW,7,요르기오스 사마라스,Georgios Samaras,1985. 02. 21.,셀틱 FC
2010,그리스,FW,9,앙겔로스 하리스테아스,Angelos Charisteas,1980. 02. 09.,1. FC 뉘른베르크
2010,그리스,FW,14,디미트리스 살핑기디스,Dimitris Salpingidis,1981. 08. 18.,파나티나이코스 FC
2010,그리스,FW,17,테오파니스 게카스,Theofanis Gekas,1980. 05. 23.,헤르타 BSC
2010,그리스,FW,20,판텔리스 카페타노스,Pantelis Kapetanos,1983. 06. 08.,FC 스테아우아 부쿠레슈티
2010,잉글랜드,GK,1,데이비드 제임스,David James,1970. 08. 01.,포츠머스 FC
2010,잉글랜드,GK,12,로버트 그린,Robert Green,1980. 01. 18.,웨스트햄 유나이티드 FC
2010,잉글랜드,GK,23,조 하트,Joe Hart,1987. 04. 19.,버밍엄 시티 FC
2010,잉글랜드,DF,2,글렌 존슨,Glen Johnson,1984. 08. 23.,리버풀 FC
2010,잉글랜드,DF,3,애슐리 콜,Ashley Cole,1980. 12. 20.,첼시 FC
2010,잉글랜드,DF,5,마이클 도슨[A],Michael Dawson,1983. 11. 18.,토트넘 홋스퍼 FC
2010,잉글랜드,DF,6,존 테리,John Terry,1980. 12. 07.,첼시 FC
2010,잉글랜드,DF,13,스티븐 워녹,Stephen Warnock,1981. 12. 12.,아스톤 빌라 FC
2010,잉글랜드,DF,15,매튜 업슨,Matthew Upson,1979. 04. 18.,웨스트햄 유나이티드 FC
2010,잉글랜드,DF,18,제이미 캐러거,Jamie Carragher,1978. 01. 28.,리버풀 FC
2010,잉글랜드,DF,20,레들리 킹,Ledley King,1980. 10. 12.,토트넘 홋스퍼 FC
2010,잉글랜드,MF,4,스티븐 제라드,Steven Gerrard,1980. 05. 30.,리버풀 FC
2010,잉글랜드,MF,7,에런 레넌,Aaron Lennon,1987. 04. 16.,토트넘 홋스퍼 FC
2010,잉글랜드,MF,8,프랭크 램파드,Frank Lampard,1978. 06. 20.,첼시 FC
2010,잉글랜드,MF,11,조 콜,Joe Cole,1981. 11. 08.,첼시 FC
2010,잉글랜드,MF,14,가레스 배리,Gareth Barry,1981. 02. 23.,맨체스터 시티 FC
2010,잉글랜드,MF,16,제임스 밀너,James Milner,1986. 01. 04.,아스톤 빌라 FC
2010,잉글랜드,MF,17,숀 라이트필립스,Shaun Wright-Phillips,1981. 10. 25.,맨체스터 시티 FC
2010,잉글랜드,MF,22,마이클 캐릭,Michael Carrick,1981. 07. 28.,맨체스터 유나이티드 FC
2010,잉글랜드,FW,9,피터 크라우치,Peter Crouch,1981. 01. 30.,토트넘 홋스퍼 FC
2010,잉글랜드,FW,10,웨인 루니,Wayne Rooney,1985. 10. 24.,맨체스터 유나이티드 FC
2010,잉글랜드,FW,19,저메인 데포,Jermain Defoe,1982. 10. 07.,토트넘 홋스퍼 FC
2010,잉글랜드,FW,21,에밀 헤스키,Emile Heskey,1978. 01. 11.,아스톤 빌라 FC
2010,미국,GK,1,팀 하워드,Tim Howard,1979. 03. 06.,에버튼 FC
2010,미국,GK,18,브래드 구잔,Brad Guzan,1984. 09. 09.,아스톤 빌라 FC
2010,미국,GK,23,마커스 하너먼,Marcus Hahnemann,1972. 06. 15.,울버햄튼 원더러스 FC
2010,미국,DF,2,조너선 스펙터,Jonathan Spector,1986. 03. 01.,웨스트햄 유나이티드 FC
2010,미국,DF,3,카를로스 보카네그라,Carlos Bocanegra,1979. 05. 25.,스타드 렌 FC
2010,미국,DF,5,오구치 오니우,Oguchi Onyewu,1982. 05. 13.,AC 밀란
2010,미국,DF,6,스티브 체룬돌로,Steve Cherundolo,1979. 02. 19.,하노버 96
2010,미국,DF,12,조너선 본스테인,Jonathan Bornstein,1984. 11. 07.,치바스 USA
2010,미국,DF,15,제이 디메리트,Jay DeMerit,1979. 12. 04.,왓포드 FC
2010,미국,DF,21,클래런스 굿슨,Clarence Goodson,1982. 05. 17.,IK 스타르트
2010,미국,MF,4,마이클 브래들리,Michael Bradley,1987. 07. 31.,보루시아 묀헨글라트바흐
2010,미국,MF,7,다마커스 비즐리,DaMarcus Beasley,1982. 05. 24.,레인저스 FC
2010,미국,MF,8,클린트 뎀프시,Clint Dempsey,1983. 03. 09.,풀럼 FC
2010,미국,MF,10,랜던 도노번,Landon Donovan,1982. 03. 04.,로스앤젤레스 갤럭시
2010,미국,MF,11,스튜어트 홀든,Stuart Holden,1985. 08. 01.,볼턴 원더러스 FC
2010,미국,MF,13,리카르도 클락,Ricardo Clark,1983. 03. 10.,아인트라흐트 프랑크푸르트
2010,미국,MF,16,호세 프란시스코 토레스,José Francisco Torres,1987. 10. 29.,CF 파추카
2010,미국,MF,19,모리스 에두,Maurice Edu,1986. 04. 18.,레인저스 FC
2010,미국,MF,22,베니 페일하버,Benny Feilhaber,1985. 01. 19.,오르후스 GF
2010,미국,FW,9,허큘리즈 고메즈,Herculez Gomez,1982. 04. 06.,클루브 푸에블라
2010,미국,FW,14,에드슨 버들,Edson Buddle,1981. 05. 21.,로스앤젤레스 갤럭시
2010,미국,FW,17,조지 알티도어,Jozy Altidore,1989. 11. 06.,헐 시티 AFC
2010,미국,FW,20,로비 핀들리,Robbie Findley,1985. 08. 04.,레알 솔트레이크
2010,알제리,GK,1,루네스 가와위,Lounès Gaouaoui,1977. 09. 28.,ASO 실레프
2010,알제리,GK,16,파우지 샤우시,Faouzi Chaouchi,1984. 12. 05.,ES 세티프
2010,알제리,GK,23,라이스 음볼리,Raïs M'Bolhi,1986. 04. 25.,PFC 슬라비아 소피아
2010,알제리,DF,2,마지드 부게라,Madjid Bougherra,1982. 10. 07.,레인저스 FC
2010,알제리,DF,3,나디르 벨하지,Nadir Belhadj,1982. 06. 18.,포츠머스 FC
2010,알제리,DF,4,안타르 야히아,Antar Yahia,1982. 03. 21.,VfL 보훔
2010,알제리,DF,5,라피크 할리시,Rafik Halliche,1986. 09. 02.,CD 나시오날
2010,알제리,DF,12,하비브 벨라이드,Habib Bellaïd,1986. 03. 28.,아인트라흐트 프랑크푸르트
2010,알제리,DF,14,압델카데르 라이파위,Abdelkader Laïfaoui,1981. 07. 29.,ES 세티프
2010,알제리,DF,18,칼 메자니,Carl Medjani,1985. 05. 15.,AC 아작시오
2010,알제리,DF,20,자멜 메스바,Djamel Mesbah,1984. 10. 09.,US 레체
2010,알제리,MF,6,야지드 만수리,Yazid Mansouri,1978. 02. 25.,FC 로리앙
2010,알제리,MF,7,리야드 부데부즈,Ryad Boudebouz,1990. 02. 19.,FC 소쇼몽벨리아르
2010,알제리,MF,8,메흐디 라센,Mehdi Lacen,1984. 01. 05.,라싱 데 산탄데르
2010,알제리,MF,15,카림 지아니,Karim Ziani,1982. 08. 17.,VfL 볼프스부르크
2010,알제리,MF,17,아들렌 게디우라,Adlène Guedioura,1985. 11. 12.,울버햄튼 원더러스 FC
2010,알제리,MF,19,하산 예브다,Hassan Yebda,1984. 04. 14.,포츠머스 FC
2010,알제리,MF,21,푸에드 카디르,Foued Kadir,1983. 12. 05.,발랑시엔 FC
2010,알제리,MF,22,자멜 압둔,Djamel Abdoun,1986. 02. 14.,FC 낭트
2010,알제리,FW,9,압델카데르 게잘,Abdelkader Ghezzal,1984. 12. 05.,AC 시에나
2010,알제리,FW,10,라피크 사이피,Rafik Saïfi,1975. 02. 07.,FC 이스트르
2010,알제리,FW,11,라피크 제부르,Rafik Djebbour,1984. 03. 08.,AEK 아테네 FC
2010,알제리,FW,13,카림 마트무르,Karim Matmour,1985. 06. 25.,보루시아 묀헨글라트바흐
2010,슬로베니아,GK,1,사미르 한다노비치,Samir Handanović,1984. 07. 14.,우디네세 칼초
2010,슬로베니아,GK,12,야스민 한다노비치,Jasmin Handanović,1978. 01. 28.,AC 만토바
2010,슬로베니아,GK,16,알렉산데르 셀리가,Aleksander Šeliga,1980. 02. 01.,스파르타 로테르담
2010,슬로베니아,DF,2,미소 브레츠코,Mišo Brečko,1984. 05. 01.,1. FC 쾰른
2010,슬로베니아,DF,3,엘베딘 지니치,Elvedin Džinić,1985. 08. 25.,NK 마리보르
2010,슬로베니아,DF,4,마르코 슐레르,Marko Šuler,1983. 03. 09.,KAA 헨트
2010,슬로베니아,DF,5,보슈찬 체사르,Boštjan Cesar,1982. 07. 09.,그르노블 푸트 38
2010,슬로베니아,DF,6,브란코 일리치,Branko Ilić,1983. 02. 06.,FC 로코모티프 모스크바
2010,슬로베니아,DF,13,보얀 요키치,Bojan Jokić,1986. 05. 17.,AC 키에보베로나
2010,슬로베니아,DF,19,수아드 필레코비치,Suad Fileković,1978. 09. 16.,NK 마리보르
2010,슬로베니아,DF,22,마테이 마브리치,Matej Mavrič,1979. 01. 29.,TuS 코블렌츠
2010,슬로베니아,MF,8,로베르트 코렌,Robert Koren,1980. 09. 20.,웨스트 브롬위치 알비온 FC
2010,슬로베니아,MF,15,레네 크르힌,Rene Krhin,1990. 05. 21.,FC 인테르나치오날레 밀라노
2010,슬로베니아,MF,17,안드라슈 키름,Andraž Kirm,1984. 09. 06.,비스와 크라쿠프
2010,슬로베니아,MF,18,알렉산다르 라도사블례비치,Aleksandar Radosavljević,1979. 04. 25.,라리사 FC
2010,슬로베니아,MF,20,안드레이 코마츠,Andrej Komac,1979. 12. 04.,마카비 텔아비브 FC
2010,슬로베니아,MF,21,달리보르 스테바노비치,Dalibor Stevanović,1984. 09. 27.,SBV 피테서
2010,슬로베니아,FW,7,네이츠 페츠니크,Nejc Pečnik,1986. 01. 03.,CD 나시오날
2010,슬로베니아,FW,9,즐라탄 류비안키치,Zlatan Ljubijankić,1983. 12. 15.,KAA 헨트
2010,슬로베니아,FW,10,발테르 비르사,Valter Birsa,1986. 08. 07,AJ 오세르
2010,슬로베니아,FW,11,밀리보예 노바코비치,Milivoje Novaković,1979. 05. 18.,1. FC 쾰른
2010,슬로베니아,FW,14,즐라트코 데디치,Zlatko Dedić,1984. 05. 10.,VfL 보훔
2010,슬로베니아,FW,23,팀 마타브치,Tim Matavž,1989. 01. 13.,FC 흐로닝언
2010,독일,GK,1,마누엘 노이어,Manuel Neuer,1986. 03. 27.,FC 샬케 04
2010,독일,GK,12,팀 비제,Tim Wiese,1981. 12. 17.,SV 베르더 브레멘
2010,독일,GK,22,한스외르크 부트,Hans-Jörg Butt,1974. 05. 28.,FC 바이에른 뮌헨
2010,독일,DF,2,마르셀 얀센,Marcell Jansen,1985. 11. 04.,함부르크 SV
2010,독일,DF,3,아르네 프리드리히,Arne Friedrich,1979. 05. 29.,헤르타 BSC
2010,독일,DF,4,데니스 아오고,Dennis Aogo,1987. 01. 14.,함부르크 SV
2010,독일,DF,5,세르다르 타스치,Serdar Tasci,1987. 04. 24.,VfB 슈투트가르트
2010,독일,DF,14,홀거 바트슈투버,Holger Badstuber,1989. 03. 13.,FC 바이에른 뮌헨
2010,독일,DF,16,필립 람,Philipp Lahm,1983. 11. 11.,FC 바이에른 뮌헨
2010,독일,DF,17,페어 메르테자커,Per Mertesacker,1984. 09. 29.,SV 베르더 브레멘
2010,독일,DF,20,제롬 보아텡,Jérôme Boateng,1988. 09. 03.,함부르크 SV
2010,독일,MF,6,사미 케디라,Sami Khedira,1987. 04. 04.,VfB 슈투트가르트
2010,독일,MF,7,바스티안 슈바인슈타이거,Bastian Schweinsteiger,1984. 08. 01.,FC 바이에른 뮌헨
2010,독일,MF,8,메수트 외질,Mesut Özil,1988. 10. 15.,SV 베르더 브레멘
2010,독일,MF,10,루카스 포돌스키,Lukas Podolski,1985. 06. 04.,1. FC 쾰른
2010,독일,MF,13,토마스 뮐러,Thomas Müller,1989. 09. 13.,FC 바이에른 뮌헨
2010,독일,MF,15,피오트르 트로호프스키,Piotr Trochowski,1984. 03. 22.,함부르크 SV
2010,독일,MF,18,토니 크로스,Toni Kroos,1990. 01. 04.,바이어 04 레버쿠젠
2010,독일,MF,21,마르코 마린,Marko Marin,1989. 03. 13.,SV 베르더 브레멘
2010,독일,FW,9,슈테판 키슬링,Stefan Kießling,1984. 01. 25.,바이어 04 레버쿠젠
2010,독일,FW,11,미로슬라프 클로제,Miroslav Klose,1978. 06. 09.,FC 바이에른 뮌헨
2010,독일,FW,19,카카우,Cacau,1981. 03. 27.,VfB 슈투트가르트
2010,독일,FW,23,마리오 고메스,Mario Gómez,1985. 07. 10.,FC 바이에른 뮌헨
2010,호주,GK,1,마크 슈워처,Mark Schwarzer,1972. 10. 06.,풀럼 FC
2010,호주,GK,12,아담 페데리치,Adam Federici,1985. 01. 31.,레딩 FC
2010,호주,GK,18,유진 갈레코비치[A],Eugene Galekovic,1981. 06. 12.,애들레이드 유나이티드
2010,호주,DF,2,루카스 닐,Lucas Neill,1978. 03. 09.,갈라타사라이 SK
2010,호주,DF,3,크레이그 무어,Craig Moore,1975. 12. 12.,무소속
2010,호주,DF,6,마이클 뷰챔프,Michael Beauchamp,1981. 03. 08.,알 자지라 SC
2010,호주,DF,8,루크 윌크셔,Luke Wilkshire,1981. 10. 01.,FC 디나모 모스크바
2010,호주,DF,11,스콧 치퍼필드,Scott Chipperfield,1975. 12. 30.,FC 바젤
2010,호주,DF,20,마크 밀리건,Mark Milligan,1985. 09. 04.,제프 유나이티드 지바
2010,호주,DF,21,데이비드 카니,David Carney,1983. 11. 30.,FC 트벤터
2010,호주,MF,4,팀 케이힐,Tim Cahill,1979. 12. 06.,에버튼 FC
2010,호주,MF,5,제이슨 컬리나,Jason Culina,1980. 08. 05.,골드코스트 유나이티드 FC
2010,호주,MF,7,브렛 에머튼,Brett Emerton,1979. 02. 22.,블랙번 로버스 FC
2010,호주,MF,13,빈스 그렐라,Vince Grella,1979. 10. 05.,블랙번 로버스 FC
2010,호주,MF,15,밀레 예디낙,Mile Jedinak,1984. 08. 03.,안탈리아스포르
2010,호주,MF,16,칼 발레리,Carl Valeri,1984. 08. 14.,US 사수올로
2010,호주,MF,19,리처드 가르시아,Richard Garcia,1981. 09. 04.,헐 시티 AFC
2010,호주,MF,22,다리오 비도시치,Dario Vidošić,1987. 04. 12.,MSV 뒤스부르크
2010,호주,MF,23,마크 브레시아노,Mark Bresciano,1980. 02. 11.,팔레르모 FC
2010,호주,FW,9,조슈아 케네디,Joshua Kennedy,1982. 08. 20.,나고야 그램퍼스
2010,호주,FW,10,해리 큐얼,Harry Kewell,1978. 09. 22.,갈라타사라이 SK
2010,호주,FW,14,브렛 홀먼,Brett Holman,1984. 03. 27.,AZ 알크마르
2010,호주,FW,17,니키타 루카비츠야,Nikita Rukavytsya,1987. 06. 22.,KSV 뢰셀라르
2010,가나,GK,1,다니엘 아제이,Daniel Agyei,1989. 11. 10.,리버티 프로페셔널스 FC
2010,가나,GK,16,스테판 아홀루,Stephen Ahorlu,1988. 09. 05.,하츠 오브 라이언즈 FC
2010,가나,GK,22,리처드 킹슨,Richard Kingson,1978. 06. 13.,위건 애슬레틱 FC FC
2010,가나,DF,2,한스 사르페이,Hans Sarpei,1976. 06. 28.,바이어 04 레버쿠젠
2010,가나,DF,4,존 페인실,John Paintsil,1985. 06. 15.,풀럼 FC
2010,가나,DF,5,존 멘사,John Mensah,1982. 11. 29.,선덜랜드 AFC
2010,가나,DF,7,사무엘 인쿰,Samuel Inkoom,1989. 06. 01.,FC 바젤
2010,가나,DF,8,조너선 멘사,Jonathan Mensah,1990. 07. 13.,그라나다 CF
2010,가나,DF,15,아이작 보르사,Isaac Vorsah,1988. 06. 21.,TSG 1899 호펜하임
2010,가나,DF,17,이브라힘 아이유,Ibrahim Ayew,1988. 04. 16.,자말렉 SC
2010,가나,DF,19,리 아디,Lee Addy,1985. 09. 26.,베쳄 첼시 FC
2010,가나,MF,6,앤서니 아난,Anthony Annan,1986. 07. 21.,로센보르그 BK
2010,가나,MF,9,데렉 보아텡,Derek Boateng,1983. 05. 02.,헤타페 CF
2010,가나,MF,10,스티븐 아피아,Stephen Appiah,1980. 12. 24.,볼로냐 FC 1909
2010,가나,MF,11,설리 문타리,Sulley Muntari,1984. 08. 27.,FC 인테르나치오날레 밀라노
2010,가나,MF,13,안드레 아이유,André Ayew,1989. 12. 17.,AC 아를 아비뇽
2010,가나,MF,20,퀸시 오우수아베이에,Quincy Owusu-Abeyie,1986. 04. 15.,알 사드 SC
2010,가나,MF,21,쿼조 아사모아,Kwadwo Asamoah,1988. 12. 09.,우디네세 칼초
2010,가나,MF,23,케빈프린스 보아텡,Kevin-Prince Boateng,1987. 03. 06.,포츠머스 FC
2010,가나,FW,3,아사모아 기안,Asamoah Gyan,1985. 11. 22.,스타드 렌 FC
2010,가나,FW,12,프린스 타고에,Prince Tagoe,1986. 11. 09.,TSG 1899 호펜하임
2010,가나,FW,14,매튜 아모아,Matthew Amoah,1980. 10. 24.,NAC 브레다
2010,가나,FW,18,도미닉 아디이아,Dominic Adiyiah,1989. 11. 29.,AC 밀란
2010,세르비아,GK,1,블라디미르 스토이코비치,Vladimir Stojković,1983. 07. 26.,위건 애슬레틱 FC
2010,세르비아,GK,12,보얀 이사일로비치,Bojan Isailović,1980. 03. 25.,자그웽비에 루빈
2010,세르비아,GK,23,안젤코 주리치치,Anđelko Đuričić,1980. 11. 21.,UD 레이리아
2010,세르비아,DF,2,안토니오 루카비나,Antonio Rukavina,1984. 01. 26.,TSV 1860 뮌헨
2010,세르비아,DF,3,알렉산다르 콜라로프,Aleksandar Kolarov,1985. 11. 10.,SS 라치오
2010,세르비아,DF,5,네마냐 비디치,Nemanja Vidić,1981. 10. 21.,맨체스터 유나이티드 FC
2010,세르비아,DF,6,브라니슬라브 이바노비치,Branislav Ivanović,1984. 02. 22.,첼시 FC
2010,세르비아,DF,13,알렉산다르 루코비치,Aleksandar Luković,1982. 10. 23.,우디네세 칼초
2010,세르비아,DF,16,이반 오브라도비치,Ivan Obradović,1988. 07. 25.,레알 사라고사
2010,세르비아,DF,20,네벤 수보티치,Neven Subotić,1988. 12. 10.,보루시아 도르트문트
2010,세르비아,MF,4,고이코 카차르,Gojko Kačar,1987. 01. 26.,헤르타 BSC
2010,세르비아,MF,7,조란 토시치,Zoran Tošić,1987. 04. 28.,1. FC 쾰른
2010,세르비아,MF,10,데얀 스탄코비치,Dejan Stanković,1978. 09. 11.,FC 인테르나치오날레 밀라노
2010,세르비아,MF,11,네나드 밀리야시,Nenad Milijaš,1983. 04. 30.,울버햄튼 원더러스 FC
2010,세르비아,MF,14,밀란 요바노비치,Milan Jovanović,1981. 04. 18.,스탕다르 리에주
2010,세르비아,MF,17,밀로시 크라시치,Miloš Krasić,1984. 11. 01.,PFC CSKA 모스크바
2010,세르비아,MF,18,밀로시 닌코비치,Miloš Ninković,1984. 12. 25.,FC 디나모 키이우
2010,세르비아,MF,19,라도슬라프 페트로비치,Radosav Petrović,1989. 03. 08.,FK 파르티잔
2010,세르비아,MF,22,즈드라브코 쿠즈마노비치,Zdravko Kuzmanović,1987. 09. 22.,VfB 슈투트가르트
2010,세르비아,FW,8,단코 라조비치,Danko Lazović,1983. 05. 17.,FC 제니트 상트페테르부르크
2010,세르비아,FW,9,마르코 판텔리치,Marko Pantelić,1978. 09. 15.,AFC 아약스
2010,세르비아,FW,15,니콜라 지기치,Nikola Žigić,1980. 09. 25.,발렌시아 CF
2010,세르비아,FW,21,드라간 므르자,Dragan Mrđa,1984. 01. 23.,FK 보이보디나
2010,네덜란드,GK,1,마르턴 스테켈렌뷔르흐,Maarten Stekelenburg,1982. 09. 22.,AFC 아약스
2010,네덜란드,GK,16,미셸 포름,Michel Vorm,1983. 10. 20.,FC 위트레흐트
2010,네덜란드,GK,22,산더르 보스커르,Sander Boschker,1970. 10. 20.,FC 트벤터
2010,네덜란드,DF,2,그레고리 판데르빌,Gregory van der Wiel,1988. 02. 03.,AFC 아약스
2010,네덜란드,DF,3,욘 헤이팅아,John Heitinga,1983. 11. 15.,에버튼 FC
2010,네덜란드,DF,4,요리스 마테이선,Joris Mathijsen,1980. 04. 05.,함부르크 SV
2010,네덜란드,DF,5,지오바니 판브롱크호르스트,Giovanni van Bronckhorst,1975. 02. 05.,페예노르트 로테르담
2010,네덜란드,DF,12,할리드 불라루즈,Khalid Boulahrouz,1981. 12. 28.,VfB 슈투트가르트
2010,네덜란드,DF,13,안드레 오이여르,André Ooijer,1974. 07. 11.,PSV 에인트호번
2010,네덜란드,DF,15,엣손 브라프헤이트,Edson Braafheid,1983. 04. 08.,셀틱 FC
2010,네덜란드,MF,6,마르크 판보멀,Mark van Bommel,1977. 04. 22.,FC 바이에른 뮌헨
2010,네덜란드,MF,8,나이젤 더용,Nigel de Jong,1984. 11. 30.,맨체스터 시티 FC
2010,네덜란드,MF,10,베슬리 스네이더르,Wesley Sneijder,1984. 06. 09.,FC 인테르나치오날레 밀라노
