,Nation,이름,소속/국가,나이,Eng_Nation,Name,Age,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_9,FS_10,FS_11,FS_12,FS_13,FS_14
470,스위스,simonsohm,Fiorentina,24.0,Switzerland,vincentoliviersierro,29.0,75.0,75.0,72.0,75.0,75.0,72.0,63.0,85.0,72.0,66.0,52.0,12.67,76.5,72.0,67.0
471,스위스,vincentsierro,Al Shabab,29.0,Switzerland,breeldonaldembolo,28.0,77.0,77.0,76.0,75.0,75.0,63.0,73.0,68.0,85.0,83.0,82.0,10.67,72.5,47.0,75.0
472,스위스,breelembolo,Rennes,28.0,Switzerland,cedricjanitten,28.0,70.0,67.0,65.0,70.0,70.0,62.0,68.0,72.0,84.0,80.0,68.0,7.67,60.5,33.0,68.0
473,스위스,cedricitten,Fortuna Düsseldorf,28.0,Switzerland,yannsommer,36.0,87.0,30.0,22.0,54.0,83.0,13.0,48.0,45.0,68.0,64.0,54.0,86.33,42.0,14.33,13.0
474,스위스,danndoye,Nottingham Forest,24.0,Switzerland,rubenlondja,19.0,62.0,62.0,64.0,62.0,56.0,58.0,74.0,48.0,58.0,67.0,80.0,8.67,55.5,27.33,57.0
475,세네갈,rubenvargas,Sevilla,27.0,Senegal,edouardosoquemendy,33.0,80.0,31.0,18.0,57.0,80.0,10.0,33.0,36.0,72.0,56.0,36.0,79.33,54.0,11.33,5.0
476,세네갈,edouardmendy,Al Ahli,33.0,Senegal,morydiaw,32.0,70.0,24.0,19.0,33.0,59.0,17.0,44.0,29.0,72.0,53.0,42.0,70.67,28.0,19.67,19.0
477,세네갈,morydiaw,Le Havre,32.0,Senegal,yehvanndiouf,25.0,78.0,21.0,13.0,46.0,75.0,13.0,52.0,44.0,62.0,57.0,48.0,78.0,32.5,13.33,8.0
478,세네갈,yehvanndiouf,Nice,25.0,Senegal,sambadiallo,22.0,63.0,64.0,66.0,46.0,63.0,57.0,72.0,59.0,58.0,65.0,69.0,10.33,56.5,23.0,59.0
479,세네갈,abdoudiallo,Al-Duhail SC,29.0,Senegal,abdoulayefaye,20.0,68.0,66.0,63.0,58.0,65.0,23.0,75.0,65.0,74.0,41.0,77.0,11.33,65.0,66.33,26.0
480,세네갈,abdoulayeseck,Maccabi Haifa,33.0,Senegal,amadouniang,19.0,50.0,44.0,30.0,44.0,50.0,22.0,52.0,44.0,57.0,34.0,56.0,9.0,28.0,50.33,21.0
481,세네갈,amadoubenecoly,세네갈,,Senegal,antoinemendy,21.0,70.0,64.0,61.0,67.0,67.0,56.0,63.0,69.0,72.0,52.0,65.0,13.33,59.0,71.33,32.0
482,세네갈,antoinemendy,Nice,21.0,Senegal,sadiomane,33.0,83.0,85.0,84.0,83.0,84.0,77.0,81.0,80.0,72.0,85.0,83.0,10.33,76.0,40.67,81.0
483,세네갈,bayeassane,세네갈,,Senegal,sadiomane,33.0,83.0,85.0,84.0,83.0,84.0,77.0,81.0,80.0,72.0,85.0,83.0,10.33,76.0,40.67,81.0
484,세네갈,badaouda,세네갈,,Senegal,ismailasarr,27.0,79.0,79.0,77.0,82.0,78.0,75.0,89.0,72.0,72.0,83.0,93.0,9.67,74.5,25.0,79.0
485,세네갈,ismailjakobs,Galatasaray,26.0,Senegal,kalidoukoulibaly,34.0,82.0,70.0,69.0,75.0,81.0,50.0,61.0,74.0,89.0,67.0,84.0,8.33,67.5,81.67,43.0
486,세네갈,kalidoukoulibaly,Al Hilal,34.0,Senegal,krepindiatta,26.0,74.0,74.0,77.0,70.0,70.0,67.0,90.0,83.0,61.0,73.0,86.0,11.0,66.0,56.33,68.0
487,세네갈,krepindiatta,Monaco,26.0,Senegal,baousseynou,29.0,74.0,66.0,44.0,55.0,64.0,34.0,68.0,72.0,83.0,45.0,69.0,10.67,58.5,73.33,26.0
488,세네갈,layoussesamb,세네갈,,Senegal,mamadoumbaye,27.0,68.0,62.0,30.0,56.0,56.0,51.0,50.0,59.0,70.0,48.0,51.0,8.33,63.0,69.67,21.0
489,세네갈,mamadoumbow,Paris FC,25.0,Senegal,moussaniakhate,29.0,77.0,64.0,65.0,75.0,76.0,63.0,55.0,75.0,83.0,49.0,78.0,8.0,68.5,77.33,49.0
490,세네갈,moussaniakhate,Lyon,29.0,Senegal,amadouniang,19.0,50.0,44.0,30.0,44.0,50.0,22.0,52.0,44.0,57.0,34.0,56.0,9.0,28.0,50.33,21.0
491,세네갈,amethniang,세네갈,,Senegal,ousseynoufallseck,18.0,55.0,55.0,54.0,58.0,52.0,40.0,53.0,49.0,75.0,43.0,65.0,10.67,59.0,39.33,45.0
492,세네갈,bonaventurefonseca,세네갈,,Senegal,diaboulaye,28.0,80.0,79.0,79.0,78.0,78.0,55.0,81.0,74.0,74.0,84.0,87.0,11.67,69.5,39.0,83.0
493,세네갈,diaboulaye,Lazio,28.0,Senegal,cheikhtoure,28.0,62.0,56.0,60.0,57.0,55.0,35.0,69.0,59.0,73.0,65.0,70.0,11.67,47.5,19.67,63.0
494,세네갈,cheikhniasse,Hellas Verona,25.0,Senegal,laminecamara,21.0,77.0,77.0,76.0,75.0,76.0,80.0,82.0,81.0,61.0,72.0,76.0,11.33,79.0,72.67,65.0
495,세네갈,habibdiarra,Sunderland,21.0,Senegal,idrissaganagueye,35.0,79.0,76.0,68.0,75.0,81.0,65.0,66.0,82.0,58.0,76.0,55.0,11.0,74.5,81.0,52.0
496,세네갈,idrissaganagueye,Everton,36.0,Senegal,diaboulaye,28.0,80.0,79.0,79.0,78.0,78.0,55.0,81.0,74.0,74.0,84.0,87.0,11.67,69.5,39.0,83.0
497,세네갈,insaboye,세네갈,,Senegal,ismailasarr,27.0,79.0,79.0,77.0,82.0,78.0,75.0,89.0,72.0,72.0,83.0,93.0,9.67,74.5,25.0,79.0
498,세네갈,ismailasarr,Crystal Palace,27.0,Senegal,ibousane,20.0,63.0,67.0,67.0,58.0,57.0,43.0,67.0,54.0,58.0,59.0,75.0,10.0,48.5,19.0,65.0
499,세네갈,issakane,세네갈,,Senegal,laminecamara,21.0,77.0,77.0,76.0,75.0,76.0,80.0,82.0,81.0,61.0,72.0,76.0,11.33,79.0,72.67,65.0
500,세네갈,laminecamara,Monaco,21.0,Senegal,idrissagueye,18.0,70.0,72.0,70.0,64.0,66.0,34.0,63.0,60.0,72.0,68.0,70.0,10.67,49.5,17.33,71.0
501,세네갈,libassegueye,세네갈,,Senegal,malickdiop,19.0,63.0,71.0,69.0,43.0,58.0,49.0,65.0,55.0,70.0,58.0,60.0,11.0,67.5,55.0,29.0
502,세네갈,malickdiouf,West Ham United,20.0,Senegal,ilaycamara,22.0,69.0,70.0,77.0,66.0,68.0,70.0,85.0,78.0,60.0,54.0,74.0,12.67,65.0,60.67,58.0
503,세네갈,mbayeyayaly,세네갈,,Senegal,modoukebacisse,19.0,64.0,61.0,41.0,54.0,58.0,37.0,71.0,66.0,64.0,40.0,67.0,8.0,61.0,65.0,38.0
504,세네갈,moussacisse,세네갈,,Senegal,issasoumare,24.0,72.0,72.0,74.0,68.0,69.0,67.0,83.0,69.0,62.0,60.0,83.0,9.33,60.5,13.67,67.0
505,세네갈,baoumar,세네갈,,Senegal,ousseynoufallseck,18.0,55.0,55.0,54.0,58.0,52.0,40.0,53.0,49.0,75.0,43.0,65.0,10.67,59.0,39.33,45.0
506,세네갈,ousseynoufallseck,Randers FC,,Senegal,damegueye,29.0,66.0,68.0,66.0,63.0,69.0,31.0,61.0,50.0,46.0,72.0,53.0,10.33,41.5,17.0,70.0
507,세네갈,papegueye,Villarreal,26.0,Senegal,papematarsarr,22.0,79.0,79.0,79.0,79.0,82.0,72.0,71.0,85.0,71.0,69.0,66.0,10.0,80.0,76.67,65.0
508,세네갈,papesarr,Tottenham Hotspur,23.0,Senegal,pathemboup,21.0,69.0,68.0,72.0,60.0,62.0,60.0,90.0,82.0,59.0,72.0,84.0,11.67,59.5,27.33,67.0
509,세네갈,patheciss,Rayo Vallecano,31.0,Senegal,serignesalioudiop,20.0,57.0,61.0,62.0,53.0,39.0,39.0,59.0,34.0,65.0,63.0,61.0,12.0,31.5,20.0,59.0
510,세네갈,serignemoctarkoita,Diaraf,,Senegal,papematarsarr,22.0,79.0,79.0,79.0,79.0,82.0,72.0,71.0,85.0,71.0,69.0,66.0,10.0,80.0,76.67,65.0
511,세네갈,ababacarsarr,Diaraf,,Senegal,cheikhfall,21.0,57.0,63.0,64.0,57.0,51.0,42.0,66.0,53.0,62.0,54.0,54.0,9.33,62.0,43.67,49.0
512,세네갈,cheikhsabaly,Metz,26.0,Senegal,papecherifndiaye,29.0,70.0,69.0,69.0,66.0,66.0,55.0,80.0,78.0,81.0,73.0,80.0,9.0,56.0,33.67,70.0
513,세네갈,cherifndiaye,Samsunspor,29.0,Senegal,morndiaye,24.0,64.0,61.0,60.0,59.0,64.0,53.0,64.0,65.0,74.0,60.0,68.0,12.67,61.0,63.0,49.0
514,세네갈,ilimanndiaye,Everton,25.0,Senegal,nicolasjackson,24.0,80.0,79.0,81.0,77.0,80.0,62.0,81.0,81.0,77.0,79.0,83.0,8.67,69.5,33.33,81.0
515,세네갈,nicolasjackson,Bayern München,24.0,Senegal,sadiomane,33.0,83.0,85.0,84.0,83.0,84.0,77.0,81.0,80.0,72.0,85.0,83.0,10.33,76.0,40.67,81.0
516,일본,sadiomane,Al Nassr FC,33.0,Japan,keisukegoto後藤啓介,20.0,57.0,45.0,55.0,53.0,56.0,31.0,53.0,59.0,80.0,55.0,53.0,9.67,41.0,26.67,64.0
517,일본,keisukeosako,Sanfrecce Hiroshima,26.0,Japan,tomokiiwata岩田智輝,28.0,72.0,72.0,64.0,73.0,72.0,54.0,73.0,77.0,78.0,76.0,77.0,10.33,71.0,68.0,57.0
518,일본,tomokihayakawa,Kashima Antlers,26.0,Japan,zionsuzuki鈴木彩艶,22.0,74.0,11.0,14.0,39.0,67.0,12.0,55.0,23.0,78.0,53.0,58.0,74.0,22.0,12.33,6.0
519,일본,zionsuzuki,Parma,23.0,Japan,ayumuseko瀬古歩夢,25.0,69.0,64.0,53.0,66.0,70.0,42.0,63.0,90.0,73.0,53.0,65.0,10.67,69.5,68.67,30.0
520,일본,ayumuseko,Le Havre,25.0,Japan,hayatoinamura,23.0,66.0,63.0,56.0,59.0,59.0,53.0,73.0,65.0,74.0,49.0,69.0,12.0,68.5,64.0,17.0
521,일본,hayatoaraki,Sanfrecce Hiroshima,29.0,Japan,hirokisekine関根大輝,22.0,71.0,59.0,56.0,53.0,68.0,63.0,74.0,80.0,69.0,42.0,68.0,9.33,53.0,71.0,26.0
522,일본,hirokisekine,Reims,23.0,Japan,koitakura板倉滉,28.0,77.0,74.0,75.0,76.0,76.0,34.0,77.0,76.0,75.0,67.0,74.0,11.67,75.5,78.33,60.0
523,일본,koitakura,Ajax,28.0,Japan,shinyamada,25.0,69.0,57.0,59.0,58.0,73.0,46.0,86.0,73.0,71.0,74.0,77.0,9.67,43.0,26.67,69.0
524,일본,tomoyaando,Avispa Fukuoka,26.0,Japan,tsuyoshiwatanabe渡辺剛,28.0,75.0,66.0,53.0,65.0,72.0,25.0,76.0,74.0,82.0,52.0,76.0,12.33,67.0,76.0,33.0
525,일본,tsuyoshiwatanabe,Feyenoord,28.0,Japan,yukinarisugawara菅原由勢,25.0,74.0,72.0,71.0,70.0,71.0,76.0,75.0,75.0,67.0,65.0,75.0,9.33,72.5,71.0,48.0
526,일본,yukinarisugawara,Werder Bremen,25.0,Japan,aotanaka田中碧,26.0,76.0,77.0,75.0,79.0,74.0,61.0,72.0,86.0,65.0,73.0,69.0,9.33,76.0,73.67,66.0
527,일본,yutonagatomo,FC Tokyo,39.0,Japan,daichikamada鎌田大地,28.0,77.0,79.0,77.0,74.0,79.0,74.0,74.0,75.0,55.0,65.0,68.0,7.67,78.0,63.0,74.0
528,일본,daichikamada,Crystal Palace,29.0,Japan,ryogakida,19.0,56.0,55.0,63.0,51.0,52.0,38.0,63.0,51.0,42.0,53.0,71.0,10.33,50.0,18.33,62.0
529,일본,henrymochizuki,Machida Zelvia,,Japan,joelchimafujita藤田譲瑠チマ,23.0,69.0,71.0,65.0,67.0,61.0,44.0,76.0,72.0,69.0,67.0,59.0,11.0,74.0,65.67,55.0
530,일본,joelchimafujita,St. Pauli,23.0,Japan,kaishusano佐野海舟,24.0,79.0,75.0,76.0,76.0,78.0,53.0,76.0,92.0,65.0,65.0,81.0,7.67,75.5,74.33,43.0
531,일본,kaishusano,Mainz 05,24.0,Japan,kodaisano佐野航大,21.0,71.0,73.0,71.0,69.0,67.0,67.0,79.0,81.0,58.0,63.0,58.0,12.67,73.5,66.33,60.0
532,일본,kodaisano,NEC Nijmegen,22.0,Japan,takumiminamino南野拓実,30.0,78.0,80.0,81.0,78.0,77.0,73.0,84.0,74.0,58.0,71.0,71.0,12.67,73.0,35.33,76.0
533,일본,takumiminamino,Monaco,30.0,Japan,wataruendo遠藤航,32.0,79.0,78.0,76.0,79.0,77.0,58.0,66.0,77.0,67.0,76.0,52.0,8.33,78.5,77.33,67.0
534,일본,wataruendo,Liverpool,32.0,Japan,yuitosuzuki鈴木唯人,23.0,71.0,72.0,73.0,68.0,67.0,62.0,84.0,81.0,45.0,72.0,83.0,11.33,67.0,47.67,69.0
535,일본,yuitosuzuki,Freiburg,23.0,Japan,ayaseueda上田綺世,26.0,74.0,69.0,65.0,79.0,76.0,47.0,75.0,72.0,70.0,73.0,73.0,9.33,54.0,22.0,78.0
536,일본,ayaseueda,Feyenoord,27.0,Japan,daizenmaeda前田大然,27.0,79.0,71.0,73.0,76.0,85.0,69.0,94.0,95.0,67.0,78.0,91.0,8.67,65.5,62.67,82.0
537,일본,daizenmaeda,Celtic,27.0,Japan,shofukuda,24.0,66.0,69.0,67.0,67.0,58.0,58.0,82.0,64.0,59.0,65.0,80.0,6.67,58.5,13.67,67.0
538,일본,itojunya,Genk,32.0,Japan,kaorumitoma三笘薫,28.0,82.0,88.0,87.0,84.0,77.0,77.0,88.0,75.0,60.0,69.0,87.0,11.0,72.5,57.0,79.0
539,일본,kaorumitoma,Brighton & Hove Albion,28.0,Japan,kokiogawa小川航基,27.0,68.0,67.0,64.0,72.0,68.0,49.0,50.0,68.0,72.0,72.0,51.0,10.67,55.5,25.33,70.0
540,일본,kokiogawa,NEC Nijmegen,28.0,Japan,shofukuda,24.0,66.0,69.0,67.0,67.0,58.0,58.0,82.0,64.0,59.0,65.0,80.0,6.67,58.5,13.67,67.0
541,일본,maohosoya,Kashiwa Reysol,24.0,Japan,ritsudoan堂安律,27.0,82.0,84.0,86.0,75.0,79.0,77.0,86.0,90.0,59.0,67.0,78.0,11.67,75.0,39.0,75.0
542,일본,ritsudoan,Eintracht Frankfurt,27.0,Japan,shutomachino町野修斗,25.0,75.0,76.0,77.0,67.0,69.0,58.0,74.0,80.0,75.0,82.0,91.0,9.0,68.0,34.0,74.0
543,일본,shutomachino,Borussia Mönchengladbach,25.0,Japan,takefusakubo久保建英,24.0,82.0,84.0,86.0,80.0,80.0,80.0,89.0,74.0,60.0,77.0,84.0,8.67,76.0,43.0,79.0
544,덴마크,takefusakubo,Real Sociedad,24.0,Denmark,filipjørgensen,23.0,77.0,40.0,18.0,55.0,74.0,10.0,45.0,35.0,62.0,54.0,45.0,77.33,46.0,14.33,11.0
545,덴마크,filipjorgensen,Chelsea,23.0,Denmark,kasperpeterschmeichel,38.0,79.0,40.0,12.0,65.0,79.0,18.0,38.0,31.0,72.0,61.0,47.0,78.67,62.5,13.67,12.0
546,덴마크,kasperschmeichel,Celtic,38.0,Denmark,madshermansen,24.0,76.0,40.0,24.0,41.0,68.0,13.0,49.0,44.0,61.0,57.0,51.0,76.33,61.0,12.67,9.0
547,덴마크,madshermansen,West Ham United,25.0,Denmark,oliverchristensen,26.0,71.0,19.0,16.0,45.0,63.0,10.0,45.0,42.0,64.0,52.0,43.0,71.67,45.5,14.0,5.0
548,덴마크,andreaschristensen,Barcelona,29.0,Denmark,antongaaei,22.0,72.0,66.0,66.0,60.0,65.0,74.0,82.0,90.0,69.0,78.0,81.0,9.67,59.5,64.67,58.0
549,덴마크,antongaaei,Ajax,22.0,Denmark,jannikvestergaard,32.0,74.0,62.0,53.0,70.0,72.0,48.0,29.0,54.0,90.0,83.0,34.0,13.67,70.0,71.67,34.0
550,덴마크,jannikvestergaard,Leicester City,33.0,Denmark,jacobandersen,21.0,66.0,62.0,60.0,60.0,60.0,60.0,79.0,67.0,70.0,49.0,79.0,8.0,61.5,61.0,38.0
551,덴마크,joachimandersen,Fulham,29.0,Denmark,jakobjessen,21.0,60.0,60.0,57.0,45.0,59.0,41.0,69.0,64.0,58.0,52.0,67.0,7.67,59.5,48.67,56.0
552,덴마크,joakimmæhle,Wolfsburg,28.0,Denmark,lucashøgsberg,19.0,69.0,62.0,59.0,57.0,67.0,55.0,65.0,67.0,73.0,28.0,68.0,9.33,64.0,68.67,29.0
553,덴마크,lucashøgsberg,Strasbourg,,Denmark,rasmuscarstensen,24.0,68.0,67.0,65.0,60.0,64.0,68.0,77.0,79.0,69.0,65.0,74.0,8.67,66.0,63.33,57.0
554,덴마크,rasmuskristensen,Eintracht Frankfurt,28.0,Denmark,matthewseano'riley,24.0,78.0,78.0,76.0,79.0,79.0,74.0,67.0,78.0,72.0,81.0,68.0,11.0,80.0,67.0,77.0
555,덴마크,matthewo'riley,Marseille,24.0,Denmark,mikkelkroghdamsgaard,24.0,80.0,80.0,81.0,81.0,80.0,79.0,70.0,78.0,62.0,72.0,66.0,8.0,82.5,66.0,74.0
556,덴마크,mikkeldamsgaard,Brentford,25.0,Denmark,mortenblomduehjulmand,26.0,83.0,80.0,76.0,82.0,81.0,72.0,69.0,91.0,81.0,82.0,71.0,9.33,80.5,79.67,76.0
557,덴마크,mortenhjulmand,Sporting CP,26.0,Denmark,patrickmortensen,35.0,72.0,71.0,64.0,78.0,78.0,38.0,50.0,76.0,85.0,72.0,47.0,9.0,62.5,21.67,75.0
558,덴마크,patrickdorgu,Manchester United,20.0,Denmark,pierreemilekordthøjbjerg,29.0,82.0,79.0,75.0,79.0,82.0,68.0,52.0,81.0,78.0,85.0,47.0,10.33,82.5,77.67,68.0
559,덴마크,pierreemilehøjbjerg,Marseille,30.0,Denmark,victormowfroholdt,19.0,71.0,72.0,72.0,72.0,74.0,58.0,76.0,80.0,60.0,66.0,75.0,9.67,70.0,68.0,62.0
560,덴마크,victorfroholdt,FC Porto,,Denmark,albertrrahmani,18.0,59.0,63.0,62.0,50.0,51.0,55.0,73.0,56.0,45.0,57.0,70.0,8.67,58.0,35.67,57.0
561,덴마크,albertgrønbæk,Genoa,24.0,Denmark,andersdahl,23.0,63.0,63.0,60.0,51.0,62.0,60.0,66.0,59.0,44.0,48.0,65.0,9.67,64.0,59.33,42.0
562,덴마크,andersdreyer,San Diego FC,27.0,Denmark,andreasskovolsen,25.0,77.0,80.0,80.0,72.0,66.0,76.0,85.0,72.0,70.0,80.0,81.0,10.33,71.0,35.67,77.0
563,덴마크,andreasskovolsen,Wolfsburg,25.0,Denmark,jacobbruunlarsen,26.0,74.0,74.0,75.0,66.0,73.0,69.0,85.0,62.0,68.0,82.0,72.0,12.0,69.5,51.33,72.0
564,덴마크,jacobbruunlarsen,Burnley,27.0,Denmark,oliverolsen,24.0,69.0,66.0,63.0,53.0,60.0,65.0,72.0,82.0,71.0,53.0,75.0,6.33,64.5,64.33,47.0
565,덴마크,kasperdolberg,Ajax,27.0,Denmark,mikamilesbiereth,22.0,78.0,75.0,70.0,77.0,78.0,57.0,69.0,73.0,79.0,78.0,79.0,10.33,63.5,26.67,83.0
566,덴마크,mikabiereth,Monaco,22.0,Denmark,rasmuswintherhøjlund,22.0,76.0,73.0,75.0,72.0,73.0,38.0,84.0,70.0,82.0,84.0,86.0,11.0,61.0,26.33,77.0
567,덴마크,rasmushøjlund,Napoli,22.0,Denmark,williamclem,21.0,68.0,67.0,60.0,66.0,64.0,55.0,55.0,70.0,73.0,62.0,52.0,10.33,69.5,66.0,48.0
568,이란,williamosula,Newcastle United,22.0,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
569,이란,alirezabeiranvand,Tractor,33.0,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
570,이란,hosseinhosseini,Sepahan,33.0,Iran,mehditaremiمهدیطارمی,32.0,78.0,80.0,78.0,84.0,76.0,70.0,77.0,65.0,77.0,75.0,72.0,10.67,72.0,34.67,80.0
571,이란,mohammadkhalifeh,이란,,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
572,이란,parsajafari,Zob Ahan,,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
573,이란,payamniazmand,Persepolis,30.0,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
574,이란,alinemati,Foolad Khouzestan,,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
575,이란,arefaghasi,Esteghlal,,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
576,이란,ariayousefi,Sepahan,23.0,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
577,이란,miladmohammadi,Persepolis,31.0,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
578,이란,mohammadhazbavi,Sepahan,,Iran,mehditaremiمهدیطارمی,32.0,78.0,80.0,78.0,84.0,76.0,70.0,77.0,65.0,77.0,75.0,72.0,10.67,72.0,34.67,80.0
579,이란,mortezapouraliganji,Persepolis,33.0,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
580,이란,omidnoorafkan,Sepahan,28.0,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
581,이란,roozbehcheshmi,Esteghlal,32.0,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
582,이란,sadeghmoharrami,Tractor,29.0,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
583,이란,salehhardani,Esteghlal,27.0,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
584,이란,shojakhalilzadeh,Tractor,36.0,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
585,이란,amirmohammadrazaghinia,Esteghlal,,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
586,이란,arefhajieydi,Aluminium Arak,26.0,Iran,mehditaremiمهدیطارمی,32.0,78.0,80.0,78.0,84.0,76.0,70.0,77.0,65.0,77.0,75.0,72.0,10.67,72.0,34.67,80.0
587,이란,mehdihashemnejad,Tractor,23.0,Iran,mehditaremiمهدیطارمی,32.0,78.0,80.0,78.0,84.0,76.0,70.0,77.0,65.0,77.0,75.0,72.0,10.67,72.0,34.67,80.0
588,이란,mohammadghorbani,Al-Wahda,24.0,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
589,이란,mohammadkarimi,Sepahan,,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
590,이란,saeidezatolahi,Shabab Al-Ahli Dubai FC,28.0,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
591,이란,samanghoddos,Al Ittihad Kalba,32.0,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
592,이란,alialipour,Persepolis,29.0,Iran,aligholizadehعلیقلی‌زاده,29.0,71.0,70.0,72.0,69.0,65.0,68.0,74.0,74.0,62.0,69.0,69.0,10.67,68.5,47.33,68.0
593,이란,amirhosseinhosseinzadeh,Tractor,24.0,Iran,mehditaremiمهدیطارمی,32.0,78.0,80.0,78.0,84.0,76.0,70.0,77.0,65.0,77.0,75.0,72.0,10.67,72.0,34.67,80.0
594,이란,mehditaremi,Olympiacos,33.0,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
595,이란,mohammadaskari,이란,19.0,Iran,seyedmajidhosseiniمجیدحسینی,29.0,68.0,51.0,42.0,66.0,63.0,28.0,52.0,74.0,75.0,46.0,60.0,10.33,62.0,68.0,22.0
596,이란,mohammadhosseinsadeghi,Havadar SC,,Iran,seyedmajidhosseiniمجیدحسینی,29.0,68.0,51.0,42.0,66.0,63.0,28.0,52.0,74.0,75.0,46.0,60.0,10.33,62.0,68.0,22.0
597,이란,mohammadjavadhosseinnejad,Dynamo Makhachkala,22.0,Iran,mehditaremiمهدیطارمی,32.0,78.0,80.0,78.0,84.0,76.0,70.0,77.0,65.0,77.0,75.0,72.0,10.67,72.0,34.67,80.0
598,이란,mohammadmehdimohebi,Al Ittihad Kalba,,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
599,이란,shahriarmoghanlou,Al Ittihad Kalba,,Iran,alikarimiعلیکریمی,31.0,67.0,72.0,66.0,67.0,67.0,58.0,64.0,69.0,74.0,64.0,48.0,6.67,67.0,62.67,60.0
600,오스트리아,yaghoobbarajeh,Persepolis,19.0,Austria,alexanderschlager,29.0,73.0,23.0,13.0,33.0,69.0,20.0,46.0,24.0,55.0,52.0,47.0,73.67,21.5,19.33,14.0
601,오스트리아,alexanderschlager,Salzburg,29.0,Austria,patrickpentz,28.0,72.0,25.0,15.0,37.0,70.0,19.0,52.0,42.0,63.0,53.0,55.0,71.67,25.5,18.0,13.0
602,오스트리아,patrickpentz,Brøndby IF,28.0,Austria,tobiaskainz,32.0,67.0,64.0,62.0,64.0,65.0,65.0,72.0,87.0,65.0,68.0,70.0,9.67,65.5,64.0,53.0
603,오스트리아,tobiaslawal,Genk,25.0,Austria,alexanderprass,24.0,74.0,74.0,74.0,74.0,74.0,74.0,76.0,79.0,73.0,72.0,73.0,9.33,74.0,68.67,59.0
