,Nation,Eng_Nation,Name,Club,Position,Age,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_9,FS_10,FS_11,FS_12,FS_13,FS_14,Position_Class
876,카타르,Qatar,Homam Al Amin Mohamed Ahmedهمام الأمين,,LB,25,68,65,61,55,60,65,69,83,69,53,82,11.0,62.0,63.67,44,DF
877,카타르,Qatar,Pedro Miguel Carvalho Deus Correia,,RB,34,68,64,60,62,59,64,72,82,77,45,74,9.0,62.0,65.33,35,DF
878,카타르,Qatar,Jassem Gaber Elsayed Abdulsallamجاسم جابر عبد السلام,,CB,23,63,56,51,55,62,49,63,73,73,48,64,10.33,55.5,61.67,42,DF
879,카타르,Qatar,Abdullah Sirelkhatim Abdullah Yousefعبدالله يوسف,,RB,23,63,58,54,48,63,48,65,59,57,46,70,8.0,55.0,62.67,36,DF
880,카타르,Qatar,Akram Hassan Afif Yahya Afifأكرم عفيف,,LM,28,78,79,81,78,72,71,87,74,51,70,87,7.33,72.0,30.67,79,MF
881,카타르,Qatar,Guilherme dos Santos Torres,,CDM,34,77,75,68,74,76,62,71,79,76,82,68,10.33,76.0,73.0,58,MF
882,카타르,Qatar,Karim Boudiafكريم بوضياف,,CM,34,71,74,69,72,69,65,50,77,78,69,50,12.0,74.5,66.33,60,MF
883,카타르,Qatar,Hasan Khalid Hasan Al Haydosحسن الهيدوس,,RM,34,71,75,75,69,66,65,81,50,41,63,71,10.0,68.5,27.67,68,MF
884,카타르,Qatar,Abdulaziz Hatem Abdallah Mohammedعبد العزيز حاتم,,CM,34,70,71,66,71,68,70,57,77,71,74,61,11.0,72.0,60.0,64,MF
885,카타르,Qatar,Ahmed Fathi Mansi Abdoullaأحمد فتحي,,CDM,32,68,56,53,62,68,43,73,91,68,42,69,6.67,62.0,67.0,36,MF
886,카타르,Qatar,Assim Omer Al Haj Madiboعاصم ماديبو,,CDM,28,65,60,57,56,58,45,84,75,72,45,80,11.33,59.0,66.67,35,MF
887,카타르,Qatar,Mustafa Tarek Mashaalمصطفى طارق,,CM,24,64,66,51,57,61,41,68,66,58,52,66,11.67,66.0,59.33,45,MF
888,카타르,Qatar,Edmílson Junior Paulo da Silvaادميلسون جونيور,,LW,30,76,77,82,75,72,74,82,82,59,83,92,11.67,67.0,46.0,72,FW
889,카타르,Qatar,Almoez Ali Zainalabedeen Mohamed Abdullaالمعز علي,,ST,28,74,71,68,62,74,55,67,69,76,77,82,10.0,57.0,17.0,76,FW
890,카타르,Qatar,Ahmed Mohamed Hussein Kassim Al Ganehiاحمد الجانحى,,RW,24,67,69,69,58,66,59,71,56,48,64,73,9.67,61.0,23.67,65,FW
891,카타르,Qatar,Mohammed Muntariمحمد مونتاري,,ST,31,66,66,62,64,61,39,51,57,80,67,72,6.67,49.5,21.33,68,FW
892,카타르,Qatar,Yusuf Abdurisagيوسف عبد الرزاق,,RW,25,65,67,67,53,65,59,78,53,53,55,86,11.67,56.0,30.0,60,FW
893,카타르,Qatar,Ahmed Husham Ali Al Rawiأحمد الراوي,,ST,21,60,61,58,53,54,47,68,53,52,56,71,7.67,46.5,36.0,66,FW
894,캐나다,Canada,Milan BorjanMилaн Бopjaн,Al Riyadh,GK,37,78,23,28,60,74,15,49,42,81,57,42,76.67,43.0,21.67,15,GK
895,캐나다,Canada,Dayne Tristan St. Clair,Minnesota United FC,GK,28,73,19,9,39,72,14,27,26,57,45,26,73.67,21.0,10.0,5,GK
896,캐나다,Canada,Maxime Crépeau,Portland Timbers,GK,31,69,40,19,58,62,19,46,33,68,48,44,69.67,40.0,14.67,17,GK
897,캐나다,Canada,Alphonso Boyle Davies,FC Bayern München,LB,24,84,85,85,78,86,85,95,79,75,74,93,10.0,77.5,73.0,64,DF
898,캐나다,Canada,Alistair William Johnston,Celtic,RB,26,78,76,67,78,77,74,76,85,76,68,86,10.0,76.0,75.67,57,DF
899,캐나다,Canada,Moïse Bombito Lumpungu,OGC Nice,CB,25,76,69,65,74,69,51,92,64,81,50,93,8.67,64.5,75.67,55,DF
900,캐나다,Canada,Derek Austin Cornelius,Rangers FC,CB,27,74,61,52,65,70,34,61,70,91,76,71,8.67,65.0,68.67,27,DF
901,캐나다,Canada,Kamal Anthony Miller,Portland Timbers,CB,28,71,65,64,64,68,50,74,81,82,54,75,9.0,65.5,68.67,46,DF
902,캐나다,Canada,Niko Kristian Sigur,Hajduk Split,RB,21,70,72,72,75,75,63,69,81,56,74,72,11.67,72.5,63.67,54,DF
903,캐나다,Canada,Joel Robert Waterman,Chicago Fire,CB,29,68,58,49,54,69,39,34,68,78,59,50,9.33,72.0,66.67,45,DF
904,캐나다,Canada,Samuel Ayomide Adekugbe,Vancouver Whitecaps FC,LB,30,68,67,69,65,63,62,84,82,74,62,82,10.67,60.0,61.33,44,DF
905,캐나다,Canada,Kyle Anthony Hiebert,St. Louis CITY SC,CB,27,67,60,49,53,66,43,71,71,79,34,66,13.67,59.5,65.33,23,DF
906,캐나다,Canada,Stephen Antunes Eustáquio,FC Porto,CDM,28,77,77,71,76,75,72,67,79,70,72,65,8.0,77.5,73.67,64,MF
907,캐나다,Canada,Tajon Trevor Buchanan,Villarreal CF,RM,26,74,74,75,66,73,67,91,73,69,75,90,9.33,65.5,66.0,65,MF
908,캐나다,Canada,Ismaël Kenneth Jordan Koné,Sassuolo,CM,23,72,73,72,74,73,56,74,75,69,71,81,9.67,73.0,63.0,59,MF
909,캐나다,Canada,Liam Alan Millar,Hull City,LM,25,72,73,76,65,63,67,86,72,54,70,85,9.67,63.5,51.33,66,MF
910,캐나다,Canada,Richmond Mamah Laryea,Toronto FC,RM,30,72,71,76,75,66,65,79,81,65,70,83,10.67,65.5,65.67,60,MF
911,캐나다,Canada,Jonathan Osorio,Toronto FC,CM,33,71,71,72,76,70,56,53,78,61,74,48,12.0,74.0,59.33,66,MF
912,캐나다,Canada,Samuel Piette,CF Montréal,CDM,30,69,59,45,58,62,34,49,82,77,39,64,10.33,68.0,66.33,18,MF
913,캐나다,Canada,David Junior Wayne Hoilett,Hibernian,LM,35,69,71,72,68,66,72,75,64,66,70,69,10.33,61.5,58.33,65,MF
914,캐나다,Canada,Jonathan Christian David,Juventus,ST,25,82,81,80,81,84,67,79,90,77,79,83,7.0,72.5,25.67,85,FW
915,캐나다,Canada,Cyle Christopher Larin,Feyenoord,ST,30,77,73,74,65,76,69,66,72,88,80,74,10.33,65.0,22.0,78,FW
916,캐나다,Canada,Promise Oluwatobi Emmanuel David,Union Saint-Gilloise,ST,23,75,71,66,71,68,52,57,72,93,82,66,8.67,56.5,25.0,83,FW
917,캐나다,Canada,Thelonius Alston Bradley Bair,FC Lausanne-Sport,ST,25,71,68,65,65,69,43,73,65,93,70,76,10.67,51.5,23.33,71,FW
918,캐나다,Canada,Tanitoluwa Oluwatimikhin Oluwaseyi,Villarreal CF,ST,25,70,66,64,63,63,38,82,62,69,73,88,8.67,54.5,27.33,73,FW
919,캐나다,Canada,Iké Dominique Ugbo,Sheffield Wednesday,ST,26,69,68,67,68,70,57,73,61,77,67,76,11.67,54.0,23.33,71,FW
920,코스타리카,Costa Rica,Patrick Gilmar Sequeira Mejías,Casa Pia,GK,26,71,11,5,42,65,23,38,25,60,52,30,70.67,29.0,11.67,6,GK
921,코스타리카,Costa Rica,Kevin José Chamorro Rodríguez,Rio Ave FC,GK,25,69,13,11,34,64,11,33,23,60,46,30,69.67,21.5,10.33,5,GK
922,코스타리카,Costa Rica,Francisco Javier Calvo Quesada,Al Ettifaq,CB,32,68,62,64,61,66,59,63,77,74,55,63,8.67,64.0,66.0,41,DF
923,코스타리카,Costa Rica,Carlos Andrei Mora Montoya,Universitatea Craiova,RB,24,68,69,68,57,64,66,75,74,64,58,73,8.67,61.0,63.33,63,DF
924,코스타리카,Costa Rica,Julio César Cascante Solórzano,Austin FC,CB,31,67,59,53,57,65,21,56,57,77,40,58,6.0,62.0,64.67,45,DF
925,코스타리카,Costa Rica,Jeyland Yahir Mitchell Baltodano,SK Sturm Graz,CB,20,66,35,34,50,50,33,76,44,82,42,80,9.0,43.5,65.67,29,DF
926,코스타리카,Costa Rica,Brandon Aguilera Zamora,Rio Ave FC,CM,22,69,70,72,59,66,61,69,71,68,74,72,9.0,70.5,57.33,57,MF
927,코스타리카,Costa Rica,Randall Enrique Leal Arley,DC United,RM,28,68,69,70,67,65,68,73,70,50,74,70,12.0,65.5,42.33,62,MF
928,코스타리카,Costa Rica,Josimar Angelo Alcócer McCook,KVC Westerlo,LM,20,67,71,75,47,47,66,75,65,60,60,70,10.0,59.5,24.0,66,MF
929,코스타리카,Costa Rica,Ariel Daniel Lassiter Acuña,Portland Timbers,LM,30,66,65,66,60,60,60,81,74,59,71,81,10.0,53.5,35.33,64,MF
930,코스타리카,Costa Rica,Adrián Alonso Martínez Batista,New York City FC,ST,26,70,74,70,68,70,64,81,65,64,78,80,10.0,62.0,27.33,78,FW
931,코스타리카,Costa Rica,Kenneth Gerardo Vargas Vargas,Hearts,ST,23,65,66,67,54,57,47,81,71,52,66,83,9.33,50.5,17.33,70,FW
932,코스타리카,Costa Rica,Gino Vivi Quesada,LA Galaxy,LW,24,59,63,62,60,51,49,74,49,44,56,74,11.67,56.0,42.67,56,FW
933,코트디부아르,Ivory Coast,Yahia Fofana,Çaykur Rizespor,GK,24,76,12,7,22,69,11,40,33,77,53,43,77.0,19.5,12.0,5,GK
934,코트디부아르,Ivory Coast,Alban Lafont,Panathinaikos FC,GK,26,75,10,14,61,69,13,48,40,70,52,45,76.0,52.5,15.33,6,GK
935,코트디부아르,Ivory Coast,Mohamed Koné,Royal Charleroi Sporting Club,GK,23,68,13,14,30,63,13,27,28,60,48,37,67.33,19.0,10.0,7,GK
936,코트디부아르,Ivory Coast,Obite Evan Ndicka,Roma,CB,25,81,75,69,80,81,68,69,83,81,65,78,9.67,76.0,80.67,49,DF
937,코트디부아르,Ivory Coast,Odilon Kossounou Kouakou,Atalanta,CB,24,80,69,66,73,76,58,74,76,79,52,84,7.0,75.0,81.0,26,DF
938,코트디부아르,Ivory Coast,Ousmane Diomande,Sporting CP,CB,21,80,69,71,74,73,28,78,80,90,40,82,6.67,72.0,79.0,20,DF
939,코트디부아르,Ivory Coast,Wilfried Stephane Singo,Galatasaray SK,CB,24,80,74,74,75,79,73,72,79,85,81,87,10.33,72.5,79.33,55,DF
940,코트디부아르,Ivory Coast,Emmanuel Elysee Djedje Agbadou Badobre,Wolverhampton Wanderers,CB,28,79,66,69,78,79,48,69,68,90,61,89,10.67,75.0,78.0,51,DF
941,코트디부아르,Ivory Coast,Guéla Doué,RC Strasbourg Alsace,RB,22,77,76,72,75,77,71,65,76,79,62,77,11.33,74.0,74.33,41,DF
942,코트디부아르,Ivory Coast,Eric Bertrand Bailly,Real Oviedo,CB,31,74,67,65,76,70,49,58,45,79,55,69,10.33,64.5,74.0,33,DF
943,코트디부아르,Ivory Coast,Cédric Kipré,Ipswich Town,CB,28,74,61,52,68,71,39,64,76,94,53,71,10.0,56.5,71.67,31,DF
944,코트디부아르,Ivory Coast,Clément Akpa,AJ Auxerre,CB,23,74,70,64,72,73,64,71,67,74,42,69,8.33,59.0,74.33,42,DF
945,코트디부아르,Ivory Coast,Franck Yannick Kessié,Al Ahli SFC,CDM,28,80,80,77,83,77,66,77,92,87,84,79,10.33,76.5,78.67,75,MF
946,코트디부아르,Ivory Coast,Nicolas Pépé,Villarreal CF,RM,30,80,82,83,75,78,75,87,69,74,82,88,8.33,74.0,33.33,76,MF
947,코트디부아르,Ivory Coast,Amad Diallo Traoré,Manchester United,CAM,22,79,80,83,78,77,75,88,70,45,78,82,10.0,73.5,52.33,77,MF
948,코트디부아르,Ivory Coast,Evann Guessand,Aston Villa,RM,24,79,80,81,80,76,77,79,76,84,78,86,6.0,73.5,29.67,79,MF
949,코트디부아르,Ivory Coast,Ibrahim Sangaré,Nottingham Forest,CDM,27,77,74,74,75,75,66,62,66,87,80,54,6.67,75.5,77.0,59,MF
950,코트디부아르,Ivory Coast,Seko Mohamed Fofana,Stade Rennais FC,CM,30,77,77,78,76,75,62,67,76,82,83,68,10.0,76.0,72.0,72,MF
951,코트디부아르,Ivory Coast,Hamed Junior Traoré,Olympique de Marseille,LM,25,77,82,81,67,73,71,80,68,58,74,76,10.33,72.0,60.33,71,MF
952,코트디부아르,Ivory Coast,Jonathan Bamba,Chicago Fire,LM,29,77,77,78,74,75,75,84,76,63,77,83,10.67,70.5,36.67,71,MF
953,코트디부아르,Ivory Coast,Dazet Wilfried Armel Zaha,Charlotte FC,LW,32,77,80,80,80,73,72,81,69,72,82,83,12.0,72.5,36.33,73,FW
954,코트디부아르,Ivory Coast,Sébastien Romain Teddy Haller,FC Utrecht,ST,31,77,79,73,84,81,42,49,62,85,83,50,6.33,64.0,52.33,79,FW
955,코트디부아르,Ivory Coast,Jérémie Boga,OGC Nice,LW,28,76,81,82,74,68,72,90,66,64,77,80,15.0,71.5,35.33,65,FW
956,코트디부아르,Ivory Coast,Jean-Philippe Krasso,Paris FC,ST,27,74,76,74,72,73,57,65,69,83,72,65,9.67,63.5,16.0,75,FW
957,코트디부아르,Ivory Coast,Christian Michael Kouamé Kouakou,Fiorentina,ST,27,74,75,78,70,76,68,74,64,63,74,79,12.0,68.0,34.67,72,FW
958,코트디부아르,Ivory Coast,Emmanuel Delan Junior Latte Lath,Atlanta United,ST,26,73,71,71,68,70,63,92,78,64,73,91,6.67,66.0,37.67,74,FW
959,콜롬비아,Colombia,David Ospina Ramírez,Atlético Nacional,GK,36,76,32,12,57,65,11,55,19,49,58,50,77.0,42.5,12.0,10,GK
960,콜롬비아,Colombia,Álvaro David Montero Perales,Vélez Sarsfield,GK,30,75,24,16,41,70,20,42,45,77,54,44,75.33,34.5,20.33,18,GK
961,콜롬비아,Colombia,Devis Estiven Vásquez Llach,Roma,GK,27,72,15,12,40,70,14,36,19,68,53,40,72.33,26.0,12.33,8,GK
962,콜롬비아,Colombia,Davinson Sánchez Mina,Galatasaray SK,CB,29,82,75,72,69,78,36,80,84,90,66,84,10.0,76.0,82.0,59,DF
963,콜롬비아,Colombia,Daniel Muñoz Mejía,Crystal Palace,RB,29,81,77,76,76,80,77,76,88,74,77,74,6.67,74.5,79.67,72,DF
964,콜롬비아,Colombia,Johan Andrés Mojica Palacio,RCD Mallorca,LB,32,78,75,75,70,74,77,86,63,69,80,90,12.33,74.5,75.0,62,DF
965,콜롬비아,Colombia,Yerry Fernando Mina González,Cagliari,CB,30,77,60,56,73,69,43,33,68,91,65,34,10.33,60.0,77.0,44,DF
966,콜롬비아,Colombia,Jhon Janer Lucumí Bonilla,Bologna,CB,27,76,69,58,71,74,60,63,77,81,63,67,7.0,72.5,77.0,24,DF
967,콜롬비아,Colombia,Deiver Andrés Machado Mena,RC Lens,LB,31,76,75,76,74,75,75,83,74,76,80,84,12.0,68.5,71.67,66,DF
968,콜롬비아,Colombia,Yeimar Pastor Gómez Andrade,Seattle Sounders FC,CB,33,75,59,56,63,69,40,63,79,89,52,63,12.67,55.5,71.33,28,DF
969,콜롬비아,Colombia,William José Tesillo Gutiérrez,Atlético Nacional,CB,35,74,70,67,67,68,69,61,73,76,27,66,11.33,70.0,75.0,30,DF
970,콜롬비아,Colombia,Johan Sebastián Romaña Espitia,San Lorenzo de Almagro,CB,26,74,69,40,63,68,44,69,71,91,40,65,7.67,58.5,74.0,23,DF
971,콜롬비아,Colombia,Luis Fernando Díaz Marulanda,FC Bayern München,LM,28,85,87,89,82,83,76,88,87,69,85,88,12.67,74.5,42.0,83,MF
972,콜롬비아,Colombia,Richard Rios Montoya,SL Benfica,CM,25,79,83,82,80,83,74,83,88,79,78,80,8.33,79.0,74.67,67,MF
973,콜롬비아,Colombia,Juan Fernando Quintero Paniagua,River Plate,CAM,32,77,81,80,84,71,79,69,50,54,84,56,11.0,77.0,38.0,70,MF
974,콜롬비아,Colombia,Jefferson Andrés Lerma Solís,Crystal Palace,CDM,30,77,75,74,72,77,65,65,80,73,83,71,10.67,77.0,75.67,65,MF
975,콜롬비아,Colombia,Kevin Duván Castaño Gil,River Plate,CM,24,77,77,75,76,78,67,74,76,73,70,78,9.67,80.5,72.33,68,MF
976,콜롬비아,Colombia,Andrés Mateus Uribe Villa,Atlético Nacional,CM,34,76,77,74,77,72,69,73,70,74,78,72,12.33,77.5,73.33,73,MF
977,콜롬비아,Colombia,Jaminton Leandro Campaz,Rosario Central,LM,25,76,75,80,62,72,72,86,72,58,76,84,7.33,72.5,29.0,74,MF
978,콜롬비아,Colombia,Juan Guillermo Cuadrado Bello,Pisa,RM,37,76,79,79,73,71,77,78,57,57,77,76,6.67,75.0,76.67,68,MF
979,콜롬비아,Colombia,Duván Esteban Zapata Banguero,Torino,ST,34,82,80,79,82,78,47,72,65,90,88,76,7.67,65.5,30.0,84,FW
980,콜롬비아,Colombia,Jhon Jáder Durán Palacio,Fenerbahçe SK,ST,21,79,79,75,77,78,53,76,69,83,86,85,6.67,65.5,27.0,82,FW
981,콜롬비아,Colombia,Jhon Adolfo Arias Andrade,Wolverhampton Wanderers,RW,27,78,76,78,76,76,76,86,78,72,79,85,9.33,72.5,36.67,75,FW
982,콜롬비아,Colombia,Juan Camilo Hernández Suárez,Real Betis Balompié,ST,26,78,82,82,77,78,68,84,79,76,79,79,8.0,77.5,42.33,76,FW
983,콜롬비아,Colombia,Cristian Daniel Arango Duque,San Jose Earthquakes,ST,30,78,79,77,80,78,50,77,74,76,78,74,8.33,74.0,29.33,82,FW
984,콜롬비아,Colombia,Luis Javier Suárez Charris,Sporting CP,ST,27,77,73,76,68,77,66,82,79,76,82,83,7.67,62.5,30.67,77,FW
985,크로아티아,Croatia,Dominik Livaković,Girona FC,GK,30,80,28,19,64,81,13,57,32,75,53,54,81.0,55.0,21.67,12,GK
986,크로아티아,Croatia,Dominik Kotarski,FC København,GK,25,77,39,20,50,75,12,46,31,59,57,45,77.33,45.5,13.0,6,GK
987,크로아티아,Croatia,Kristijan Kahlina,Charlotte FC,GK,32,75,15,12,36,59,10,30,40,70,55,35,76.0,20.0,11.33,7,GK
988,크로아티아,Croatia,Joško Gvardiol,Manchester City,LB,23,84,80,78,81,85,73,77,81,80,81,79,8.33,78.5,84.33,68,DF
989,크로아티아,Croatia,Josip Šutalo,Ajax,CB,25,78,77,73,79,77,45,75,71,87,43,79,11.0,74.5,77.33,27,DF
990,크로아티아,Croatia,Josip Stanišić,FC Bayern München,CB,25,78,73,68,66,76,72,68,71,75,52,77,10.67,67.0,80.0,44,DF
991,크로아티아,Croatia,Josip Juranović,1. FC Union Berlin,RB,29,75,73,73,73,74,80,84,67,61,78,75,12.67,72.0,72.0,57,DF
992,크로아티아,Croatia,Tin Jedvaj,Panathinaikos FC,CB,29,74,65,62,66,68,62,73,67,79,65,67,12.33,65.0,73.33,51,DF
993,크로아티아,Croatia,Domagoj Vida,AEK Athens,CB,36,74,60,50,73,67,60,60,72,75,54,62,11.0,62.5,75.0,41,DF
994,크로아티아,Croatia,Duje Ćaleta-Car,Real Sociedad,CB,28,74,64,59,72,72,28,54,58,84,67,62,8.67,68.5,73.67,32,DF
995,크로아티아,Croatia,Marin Pongračić,Fiorentina,CB,27,74,64,59,69,71,27,56,63,82,40,65,6.33,65.0,74.33,21,DF
996,크로아티아,Croatia,Toni Borevković,Samsunspor,CB,28,73,61,43,58,68,31,38,75,85,40,51,11.33,63.5,74.0,26,DF
997,크로아티아,Croatia,Luka Modrić,AC Milan,CM,39,83,88,84,91,79,86,72,69,58,79,65,12.0,86.5,70.67,68,MF
998,크로아티아,Croatia,Mateo Kovačić,Manchester City,CM,31,83,85,84,84,84,73,70,77,68,81,64,7.67,85.0,77.0,68,MF
999,크로아티아,Croatia,Andrej Kramarić,TSG 1899 Hoffenheim,CAM,34,81,85,84,82,83,73,70,85,68,82,65,10.0,77.5,28.67,83,MF
1000,크로아티아,Croatia,Marcelo Brozović,Al Nassr,CDM,32,81,82,77,82,75,73,62,93,72,80,64,9.0,80.5,79.67,68,MF
1001,크로아티아,Croatia,Mario Pašalić,Atalanta,CM,30,80,86,83,77,74,68,68,83,72,78,69,12.67,81.5,64.67,80,MF
1002,크로아티아,Croatia,Nikola Vlašić,Torino,CAM,27,79,83,82,77,75,71,77,76,65,80,72,9.67,77.0,51.0,74,MF
1003,크로아티아,Croatia,Martin Baturina,Como,CAM,22,78,83,84,79,76,73,77,76,67,75,77,7.67,79.0,60.0,67,MF
1004,크로아티아,Croatia,Luka Sučić,Real Sociedad,CM,22,78,79,79,77,76,75,80,77,72,84,73,11.0,79.0,67.33,73,MF
1005,크로아티아,Croatia,Ante Budimir,CA Osasuna,ST,33,82,83,79,75,82,50,54,75,84,83,63,14.0,70.0,30.33,86,FW
1006,크로아티아,Croatia,Ivan Perišić,PSV,RW,36,81,83,78,84,80,84,74,76,75,85,76,7.0,79.5,67.33,78,FW
1007,크로아티아,Croatia,Marko Livaja,Hajduk Split,ST,31,79,85,76,85,80,69,60,73,86,88,65,14.0,78.0,36.33,84,FW
1008,크로아티아,Croatia,Bruno Petković,Kocaelispor,ST,30,76,84,78,81,66,66,66,65,90,82,70,11.67,79.5,37.0,74,FW
1009,크로아티아,Croatia,Petar Musa,FC Dallas,ST,27,76,74,70,76,77,49,81,76,86,79,83,10.33,62.5,35.33,78,FW
1010,크로아티아,Croatia,Franjo Ivanović,SL Benfica,ST,21,75,72,78,76,76,64,70,70,74,74,74,10.67,61.0,26.67,83,FW
1011,튀니지,Tunisia,Ali Abdiعلي العابدي,OGC Nice,LB,31,76,75,72,71,70,74,83,89,71,67,89,10.67,70.5,69.33,63,DF
1012,튀니지,Tunisia,Montassar Omar Talbiمنتصر الطالبي,FC Lorient,CB,27,73,65,48,65,67,27,54,64,81,46,58,11.0,50.5,74.33,23,DF
1013,튀니지,Tunisia,Yan Valeryيان فاليري,Sheffield Wednesday,RB,26,71,68,68,69,71,69,69,81,70,67,56,12.33,65.0,69.67,42,DF
1014,튀니지,Tunisia,Mortadha Ben Ouanesمرتضى بن وناس,Kasımpaşa SK,LB,30,69,69,68,71,63,69,73,70,63,65,72,13.0,67.5,67.33,59,DF
1015,튀니지,Tunisia,Dylan Daniel Mahmoud Bronn,Servette FC,CB,30,68,64,57,66,66,65,62,82,75,70,58,7.33,64.5,68.0,56,DF
1016,튀니지,Tunisia,Alaa Ghramعلاء غرام,Shakhtar Donetsk,CB,23,67,64,62,65,67,43,73,66,73,56,72,9.33,68.5,66.67,37,DF
1017,튀니지,Tunisia,Mohammed Amin Cherni,Göztepe SK,LB,23,66,55,63,49,64,65,79,86,66,31,70,12.67,57.5,61.0,32,DF
1018,튀니지,Tunisia,Rami Kaibرامي كعيب,Halmstads BK,LB,28,65,63,61,55,57,66,77,79,61,47,71,10.67,64.5,59.33,41,DF
1019,튀니지,Tunisia,Mohamed Dräger,Eintracht Braunschweig,RB,29,65,65,64,59,61,65,69,66,56,62,65,10.33,60.5,60.67,61,DF
1020,튀니지,Tunisia,Ellyes Joris Skhiriإلياس صخيري,Eintracht Frankfurt,CDM,30,80,74,75,80,83,67,65,83,69,75,64,14.33,79.5,78.0,76,MF
1021,튀니지,Tunisia,Hannibal Mejbriحنبعل المجبري,Burnley,CM,22,74,76,75,75,73,69,74,90,76,70,77,9.0,73.5,69.67,60,MF
1022,튀니지,Tunisia,Ismaël Gharbi Álvarez,FC Augsburg,LM,21,73,79,79,73,66,68,81,70,50,74,75,10.0,67.5,40.0,66,MF
1023,튀니지,Tunisia,Mohamed Elias Achouri,FC København,LM,26,72,74,76,66,68,67,86,66,58,67,85,14.0,63.0,31.67,64,MF
1024,튀니지,Tunisia,Saîf-Eddine Khaouiسيف الدين خاوي,Red Star FC,CAM,30,70,73,71,68,67,70,64,68,61,72,38,11.67,70.0,50.0,68,MF
1025,튀니지,Tunisia,Sebastian Tounektiسيباستيان توناكتي,Celtic,LM,22,69,70,68,66,61,64,79,75,60,62,77,8.0,61.0,23.67,64,MF
1026,튀니지,Tunisia,Hamza Rafiaحمزة رفيعة,Lecce,CM,26,68,74,75,63,67,61,65,67,57,74,55,11.0,67.0,43.33,62,MF
1027,튀니지,Tunisia,Idris El Mizouniادريس الميزوني,Leyton Orient,CM,24,68,65,65,67,66,50,68,85,65,66,61,10.33,68.5,63.0,55,MF
1028,튀니지,Tunisia,Elias Saadالياس سعد,FC Augsburg,LW,25,72,73,79,70,68,64,82,69,59,69,67,10.33,68.0,32.33,72,FW
1029,튀니지,Tunisia,Amor Yonas Layouniعمر يونس العيوني,BK Häcken,RW,32,72,71,71,70,67,64,91,78,80,73,93,11.33,62.5,39.33,74,FW
1030,튀니지,Tunisia,Louey Ben Farhat,Karlsruher SC,ST,18,64,70,72,60,67,54,84,60,38,64,83,11.67,64.0,35.33,65,FW
1031,튀니지,Tunisia,Adel Bettaieb,FC Argeș,ST,28,61,61,61,59,54,50,68,60,66,68,64,13.0,52.5,19.67,60,FW
1032,튀니지,Tunisia,Anisse Saidiأنيس السعيدي,San Diego FC,ST,17,48,48,37,40,49,25,57,53,40,46,50,10.67,32.0,15.67,58,FW
1033,파라과이,Paraguay,Carlos Miguel Coronel,New York Red Bulls,GK,28,72,29,17,50,70,16,39,41,72,55,39,71.67,53.5,17.0,10,GK
1034,파라과이,Paraguay,Juan Ángel Espínola González,Newell's Old Boys,GK,30,71,26,22,40,62,15,42,33,68,53,36,71.67,34.5,17.0,10,GK
1035,파라과이,Paraguay,Rodrigo Mario Morínigo Acosta,Libertad,GK,26,71,11,15,28,67,8,33,30,48,48,22,70.67,18.0,9.33,9,GK
1036,파라과이,Paraguay,Omar Federico Alderete Fernández,Sunderland,CB,28,78,69,70,68,75,58,56,71,81,74,63,11.67,68.0,78.0,55,DF
1037,파라과이,Paraguay,Diego Francisco Viera Ruiz Díaz,Libertad,CB,34,76,51,44,76,74,34,35,71,93,41,35,10.67,55.0,77.33,21,DF
1038,파라과이,Paraguay,Víctor Gustavo Velázquez Ramos,Cerro Porteño,CB,34,73,57,47,74,68,38,75,72,81,50,74,7.67,56.0,71.0,27,DF
1039,파라과이,Paraguay,Santiago Arzamendia Duarte,Estudiantes de La Plata,LB,27,73,74,71,69,69,70,86,74,76,73,81,11.33,66.5,68.67,67,DF
1040,파라과이,Paraguay,Gonzalo Agustín Sández,Rosario Central,LB,24,73,60,64,66,68,67,74,83,85,52,86,9.33,59.5,70.33,36,DF
1041,파라과이,Paraguay,Williams Ismael Riveros Ibáñez,Universitario de Deportes,CB,32,72,66,40,56,65,44,57,71,83,44,58,11.0,60.0,71.33,41,DF
1042,파라과이,Paraguay,Matías David Espinoza Acosta,Libertad,LB,27,72,68,58,62,69,73,75,85,70,50,77,11.33,61.5,66.0,45,DF
1043,파라과이,Paraguay,Saúl Savín Salcedo Zárate,Newell's Old Boys,CB,27,71,60,47,68,68,39,58,62,86,52,50,9.0,52.5,71.0,28,DF
1044,파라과이,Paraguay,Robert Samuel Rojas Chávez,Libertad,RB,29,71,62,63,71,68,61,80,73,75,66,80,11.0,68.0,67.33,53,DF
1045,파라과이,Paraguay,Alejandro Sebastián Romero Gamarra,Al Ain,CAM,30,79,81,79,73,74,79,82,70,59,70,80,10.0,80.0,57.67,75,MF
1046,파라과이,Paraguay,Richard Rafael Sánchez Guerrero,Racing Club,CM,29,75,78,74,70,75,68,76,83,75,80,77,8.67,77.0,72.0,60,MF
1047,파라과이,Paraguay,Adrián Andrés Cubas,Vancouver Whitecaps FC,CDM,29,74,72,64,74,74,59,70,86,31,56,68,9.67,72.0,74.67,40,MF
1048,파라과이,Paraguay,Julio César Enciso Espínola,RC Strasbourg Alsace,CAM,21,73,77,79,72,67,68,77,61,42,79,72,11.33,69.0,32.67,69,MF
