,name,age,year,nation,current_rating,ball_control,dribbling,composure,reaction,crossing,acceleration,stamina,strength,shot_power,sprint_speed,finishing,gk,passing,defending,mentality_penalties
21647,Knut Olav Rindarøy,29,2016,Norway,68,65,63,,65,65,78,81,64,70,82,43,18,63,65,31.0
21648,William Vitved Kvist Jørgensen,30,2016,Denmark,68,68,59,,73,66,55,76,75,73,57,45,19,71,74,59.0
21649,David Alexander Edwards,29,2016,Wales,68,68,65,,76,67,64,85,69,62,68,68,20,67,60,55.0
21650,Philipp Tschauner,29,2016,Germany,68,22,7,,64,7,38,23,71,23,46,9,68,24,12,22.0
21651,Daniel Fox,29,2016,Scotland,68,69,65,,64,75,67,76,71,73,66,27,17,68,67,63.0
21652,Marco Schneuwly,30,2016,Switzerland,68,61,62,,66,49,72,72,78,67,61,68,17,67,36,63.0
21653,Peter Larsson,31,2016,Sweden,68,34,22,,63,30,35,52,90,34,49,35,15,37,66,23.0
21654,Davide Zoboli,33,2016,Italy,68,45,31,,59,24,33,55,86,48,54,18,15,49,72,25.0
21655,Osvaldo Rubén Barsottini,33,2016,Argentina,68,51,49,,65,49,37,55,80,53,32,39,18,54,69,62.0
21656,Agostino Garofalo,30,2016,Italy,68,61,61,,66,70,75,76,67,76,73,46,15,64,70,61.0
21657,Óscar Ramírez Martín,31,2016,Spain,68,57,49,,64,68,72,94,86,65,75,44,18,51,75,46.0
21658,Sergey Kornilenko,32,2016,Belarus,68,65,59,,64,56,54,68,82,72,68,68,16,65,32,73.0
21659,Ólafur Ingi Skúlason,32,2016,Iceland,68,67,52,,68,58,61,85,75,70,61,48,16,67,67,60.0
21660,Diego Javier De La Torre Muciño,31,2016,Mexico,68,73,63,,52,62,67,67,74,75,59,63,15,76,57,73.0
21661,Luciano Becchio,31,2016,Argentina,68,60,63,,70,52,48,75,79,76,61,69,16,61,41,71.0
21662,Luke Chambers,29,2016,England,68,57,31,,64,60,71,82,80,40,72,23,17,61,73,25.0
21663,Frank van der Struijk,30,2016,Netherlands,68,58,56,,63,63,55,82,75,47,49,38,16,59,70,65.0
21664,Branko Ilić,32,2016,Slovenia,68,68,45,,65,64,60,60,74,65,64,45,18,64,72,55.0
21665,Uğur Uçar,28,2016,Turkey,68,64,68,,67,65,66,80,72,52,67,37,18,68,70,62.0
21666,Andrew Davies,30,2016,England,68,45,34,,60,23,68,80,86,31,66,22,16,52,68,21.0
21667,Nuno Miguel Fidalgo dos Santos,33,2016,Portugal,68,62,60,,77,61,63,41,61,69,52,72,18,65,32,68.0
21668,Billy Sharp,29,2016,England,68,67,65,,73,47,61,73,71,66,62,68,16,66,45,74.0
21669,Sašo Fornezzi,32,2016,Slovenia,68,25,10,,70,11,59,38,65,23,54,11,68,26,14,22.0
21670,Marcos Tébar Ramiro,29,2016,Spain,68,69,53,,64,54,53,70,76,69,52,49,16,72,72,60.0
21671,Gianni Michel Eugene Zuiverloon,28,2016,Suriname,68,63,67,,66,58,67,75,71,60,75,52,18,63,70,69.0
21672,Dan Kennedy,32,2016,United States,68,17,16,,72,13,46,33,77,23,51,15,68,38,13,18.0
21673,Michael Parkhurst,31,2016,United States,68,64,59,,68,53,61,73,68,49,69,34,15,70,74,49.0
21674,Franco Niell,32,2016,Argentina,68,72,69,,62,60,85,76,32,71,90,68,15,65,34,69.0
21675,Mohammed Fellah,26,2016,Norway,68,70,68,,66,69,82,69,66,68,76,57,19,64,38,53.0
21676,양동현 梁东炫,29,2016,Korea Republic,68,68,63,,68,58,53,68,82,64,65,73,17,57,22,66.0
21677,오범석 吴范锡,30,2016,Korea Republic,68,61,61,,67,58,90,86,85,52,81,43,16,60,69,67.0
21678,Vladimir Marín Ríos,35,2016,Colombia,68,70,70,,69,66,73,54,50,87,75,56,19,68,75,62.0
21679,Magnus Andersen,29,2016,Norway,68,64,66,,69,64,75,71,72,67,73,65,16,67,26,44.0
21680,Kári Árnason,32,2016,Iceland,68,62,53,,66,48,33,67,84,73,31,43,18,62,62,61.0
21681,Efraín Juárez Váldez,27,2016,Mexico,68,70,61,,64,70,68,80,69,64,62,48,15,73,68,51.0
21682,Patricio Gabriel Araújo Vázquez,27,2016,Mexico,68,65,49,,70,52,64,76,70,73,70,50,17,66,68,66.0
21683,Omar Alejandro Esparza Morales,27,2016,Mexico,68,64,65,,65,67,74,77,69,65,76,40,18,65,67,55.0
21684,Edgar Bismarck Estuardo Andrade Rentería,27,2016,Mexico,68,70,73,,68,74,73,51,72,77,73,55,18,70,47,67.0
21685,Martín Enrique Arzuaga Coronel,33,2016,Colombia,68,64,64,,68,68,56,50,82,73,52,73,16,66,35,77.0
21686,Mohammed Mohammed Noor Adam Al Hawsawi,37,2016,Saudi Arabia,68,71,68,,62,74,31,33,76,69,32,62,16,75,36,75.0
21687,Saud Ali Khariri,34,2016,Saudi Arabia,68,72,61,,68,66,67,34,82,80,66,41,17,76,67,71.0
21688,Goran Karanović,27,2016,Switzerland,68,66,61,,77,44,73,64,69,62,84,64,18,60,35,64.0
21689,Ovidiu Ștefan Hoban,32,2016,Romania,68,68,55,,67,32,66,76,78,76,70,57,16,69,67,22.0
21690,Sylvan Ebanks-Blake,29,2016,England,68,64,63,,68,35,69,65,83,72,70,69,17,66,19,73.0
21691,Nejc Pečnik,29,2016,Slovenia,68,71,73,,63,69,56,68,69,72,67,64,18,71,36,72.0
21692,Sherif Ekramy Ahmed,32,2016,Egypt,68,24,12,,57,14,60,24,62,23,55,13,68,26,12,15.0
21693,Alex Bruce,30,2016,Northern Ireland,68,54,48,,59,35,33,70,74,43,52,22,16,55,72,32.0
21694,Jarosław Fojut,27,2016,Poland,68,51,28,,64,41,64,67,82,58,66,20,15,58,70,39.0
21695,Gary Coulibaly,29,2016,France,68,66,58,,65,59,62,76,85,65,64,55,16,71,70,59.0
21696,Jonathan Martin Grounds,27,2016,England,68,64,55,,64,61,69,80,82,45,74,30,17,62,74,29.0
21697,Jamie O'Hara,28,2016,England,68,71,68,,70,66,50,53,73,76,51,61,18,71,62,59.0
21698,Mark Daniel Little,26,2016,England,68,64,66,,66,67,90,82,71,36,88,33,17,61,66,49.0
21699,Stephen Gleeson,26,2016,Republic of Ireland,68,67,61,,68,55,67,79,69,69,74,60,16,75,65,57.0
21700,Paolo Hernán Dellafiore,30,2016,Italy,68,51,46,,69,36,64,56,75,59,67,29,18,56,69,36.0
21701,David Forde,35,2016,Republic of Ireland,68,22,19,,65,19,47,38,71,23,42,12,68,27,20,22.0
21702,Sergio Cirio Olivares,30,2016,Spain,68,73,72,,54,57,84,84,48,54,79,63,18,62,42,66.0
21703,Rubén Darío Ramírez,32,2016,Argentina,68,65,63,,70,53,49,67,83,74,51,69,17,61,30,75.0
21704,Alejandro García Peña,30,2016,Spain,68,67,64,,67,73,74,76,70,67,77,55,14,67,52,65.0
21705,Raïs M'Bolhi Ouhab,29,2016,Algeria,68,16,10,,69,13,57,44,75,17,41,10,68,45,13,22.0
21706,Yasser Anwar Corona Delgado,27,2016,Mexico,68,60,65,,65,64,67,88,83,67,72,45,15,64,70,67.0
21707,Thomas Enevoldsen,27,2016,Denmark,68,66,66,,69,64,74,79,72,80,77,61,17,66,38,65.0
21708,Javier Flaño Bezunartea,30,2016,Spain,68,58,49,,58,66,71,78,71,61,72,34,18,57,75,52.0
21709,Fabian Schönheim,28,2016,Germany,68,64,61,,65,72,65,70,87,74,76,40,18,68,70,58.0
21710,Edward James Upson,25,2016,England,68,70,67,,60,62,66,90,68,65,70,63,16,70,64,58.0
21711,Liam Craig,28,2016,Scotland,68,71,68,,69,65,74,71,81,69,73,62,17,70,67,73.0
21712,Kim Engel Aabech,32,2016,Denmark,68,73,68,,69,65,67,66,84,79,69,67,18,69,20,68.0
21713,Tobias Pilegaard Mikkelsen,28,2016,Denmark,68,67,68,,64,64,84,71,60,66,83,63,13,65,41,43.0
21714,Martín Iván Bravo,28,2016,Argentina,68,66,69,,68,65,76,76,69,70,77,70,17,64,31,70.0
21715,Tommy Spurr,27,2016,England,68,63,49,,68,64,68,91,74,63,72,50,20,64,68,42.0
21716,Berat Sadik,28,2016,Finland,68,63,57,,68,53,55,65,85,72,59,72,8,61,21,66.0
21717,Natalio Lorenzo Poquet,30,2016,Spain,68,74,75,,72,56,83,80,58,59,74,64,20,60,26,59.0
21718,Nicki Niels Bille Nielsen,27,2016,Denmark,68,71,70,,64,53,69,70,79,76,68,67,17,57,35,65.0
21719,Brett Douglas Pitman,27,2016,England,68,68,63,,63,63,67,71,71,73,67,71,17,68,23,83.0
21720,Lee Tomlin,26,2016,England,68,70,73,,55,56,73,67,76,76,75,74,16,67,28,71.0
21721,Toumani Diagouraga,28,2016,France,68,70,69,,57,55,71,77,76,59,73,50,14,74,68,53.0
21722,Rhoys Wiggins,27,2016,Wales,68,63,59,,59,63,65,87,72,47,63,39,16,60,73,39.0
21723,Alexandre Bonnet,28,2016,France,68,66,71,,57,76,75,85,48,70,75,53,13,68,30,66.0
21724,Andrea Rossi,28,2016,Italy,68,62,59,,71,66,71,83,49,54,80,24,16,62,64,33.0
21725,Thomas Clarke,27,2016,England,68,41,24,,63,22,59,60,81,53,66,22,17,42,72,16.0
21726,David Button,26,2016,England,68,17,12,,59,13,60,35,67,12,55,12,68,28,17,11.0
21727,Branimir Bajić,35,2016,Bosnia and Herzegovina,68,55,46,,64,54,50,69,76,58,45,31,16,59,71,65.0
21728,Paul McGowan,27,2016,Scotland,68,70,69,,69,59,74,84,39,61,73,64,20,67,49,64.0
21729,Sam Baldock,26,2016,England,68,73,65,,68,48,80,83,59,69,84,71,17,49,26,71.0
21730,Krzysztof Mączyński,28,2016,Poland,68,65,63,,71,66,65,75,50,65,47,38,17,71,57,40.0
21731,Walter Orlando Ayoví Corozo,35,2016,Ecuador,68,71,67,,68,77,63,70,67,77,59,49,18,75,70,68.0
21732,Jérémy Choplin,30,2016,France,68,57,49,,54,41,52,56,80,59,62,25,16,65,73,42.0
21733,Jermaine Omar Taylor,30,2016,Jamaica,68,53,51,,64,59,68,65,84,44,69,26,14,57,68,31.0
21734,Per Egil Flo,26,2016,Norway,68,66,60,,68,71,64,70,68,71,73,41,17,64,69,59.0
21735,Sébastien Clovis Siani,28,2016,Cameroon,68,69,68,,69,64,73,71,68,76,66,59,16,72,67,84.0
21736,Marcin Komorowski,31,2016,Poland,68,59,50,,55,58,72,77,71,73,76,49,17,69,71,43.0
21737,이승현 Seung Hyun Lee,29,2016,Korea Republic,68,64,63,,61,63,91,75,63,63,94,61,14,68,47,66.0
21738,이상호 李相湖,28,2016,Korea Republic,68,62,67,,69,63,82,90,61,68,85,66,18,65,41,65.0
21739,Paulo Armando da Silva Monteiro,30,2016,Portugal,68,52,39,,51,34,51,62,81,55,55,37,12,54,66,53.0
21740,Carlos Alberto Díaz,32,2016,Colombia,68,47,29,,67,22,64,53,72,54,71,31,16,46,65,56.0
21741,Javier Arley Reina Calvo,26,2016,Colombia,68,69,71,,66,65,83,65,53,68,84,59,15,66,39,58.0
21742,Kamil Vacek,28,2016,Czech Republic,68,70,63,,69,63,60,74,77,67,64,52,15,71,69,66.0
21743,Marcus Pedersen,25,2016,Norway,68,64,61,,60,57,75,66,76,75,70,68,15,59,38,71.0
21744,Marvin Emnes,27,2016,Netherlands,68,68,72,,71,67,89,75,60,76,77,63,18,68,40,66.0
21745,Miguel Ángel Pinto Jérez,31,2016,Chile,68,23,12,,69,16,59,25,68,16,60,16,68,12,19,16.0
21746,Rodrigo Oliveira de Bittencourt,32,2016,Brazil,68,70,66,,63,65,67,78,61,67,67,56,18,73,68,55.0
21747,Malaury Martin,26,2016,France,68,66,43,,54,56,56,62,72,70,53,37,14,74,70,74.0
21748,Jesús Roberto Chávez Guzmán,29,2016,Mexico,68,58,54,,59,44,45,64,88,64,50,35,14,57,67,50.0
21749,Gary Roberts,31,2016,England,68,67,72,,63,68,69,61,60,65,65,64,16,70,33,63.0
21750,Francisco Gamboa Gómez,29,2016,Mexico,68,58,51,,64,55,65,68,74,56,57,43,18,67,71,48.0
21751,Massimiliano Carlini,28,2016,Italy,68,67,65,,65,66,78,68,67,63,86,58,16,65,13,57.0
21752,Thomas Dalgaard,31,2016,Denmark,68,65,58,,71,42,55,68,74,74,68,73,17,56,11,68.0
21753,Manuel Konrad,27,2016,Germany,68,63,55,,64,53,63,82,80,68,68,54,18,67,70,49.0
21754,Timothy Derijck,28,2016,Belgium,68,65,42,,56,31,55,70,74,44,66,42,16,65,66,62.0
21755,Sascha Traut,30,2016,Germany,68,66,60,,65,68,77,74,71,68,82,43,17,66,69,60.0
21756,Sebastian Schachten,30,2016,Germany,68,64,60,,66,67,70,75,80,62,72,50,17,63,73,49.0
21757,Edy Germán Brambila Rosales,29,2016,Mexico,68,66,67,,66,63,72,70,62,64,72,66,18,67,41,65.0
21758,Łukasz Broź,29,2016,Poland,68,66,65,,56,67,73,80,61,64,70,57,16,67,71,68.0
21759,Hakan Özmert,30,2016,Turkey,68,70,66,,74,65,64,74,74,65,64,45,19,74,64,57.0
21760,Marco Rossi,27,2016,Italy,68,50,30,,68,39,63,69,78,53,67,20,17,56,70,28.0
21761,José Francisco Torres Mezzell,27,2016,United States,68,69,65,,72,61,70,84,53,73,68,56,17,72,60,58.0
21762,Kenan Özer,27,2016,Turkey,68,71,74,,67,66,82,62,32,62,83,48,18,65,39,41.0
21763,Simone Pesce,32,2016,Italy,68,70,67,,71,68,73,74,62,70,67,63,16,69,61,62.0
21764,Mário Jorge Quintas Felgueiras,28,2016,Portugal,68,15,13,,72,15,42,38,67,23,37,14,68,45,13,16.0
21765,Aleandro Rosi,28,2016,Italy,68,68,68,,70,73,79,79,76,72,77,48,16,66,68,50.0
21766,Tamás Priskin,28,2016,Hungary,68,64,49,,67,42,66,51,81,74,63,71,17,64,33,73.0
21767,Dean Cox,27,2016,England,68,68,69,,57,69,73,76,74,66,75,63,7,66,22,61.0
21768,Luigi Alberto Scaglia,28,2016,Italy,68,74,69,,71,67,81,87,59,72,84,60,18,68,66,43.0
21769,Michael Orozco Fiscal,29,2016,United States,68,58,57,,62,57,69,68,66,63,70,39,15,58,71,59.0
21770,Claudinei Cardoso Felix da Silva,29,2016,Brazil,68,67,69,,62,63,75,87,77,76,76,55,17,67,67,57.0
21771,Gilles Cioni,31,2016,France,68,67,53,,68,70,62,66,65,14,61,22,17,68,70,50.0
21772,Charlie Patrick Mulgrew,29,2016,Scotland,68,73,66,,62,81,63,70,80,79,56,42,16,74,73,59.0
21773,Robert Acquafresca,27,2016,Italy,68,68,63,,64,56,68,55,68,72,68,68,18,60,13,72.0
21774,Tommaso Bianchi,26,2016,Italy,68,72,64,,67,62,64,73,68,60,66,46,18,74,63,50.0
21775,Antonio Piccolo,27,2016,Italy,68,70,70,,70,64,80,80,64,62,76,63,17,63,15,57.0
21776,Lucas García Simón,28,2016,Argentina,68,64,60,,67,29,57,86,84,72,55,74,19,49,22,68.0
21777,Danny Holla,27,2016,Netherlands,68,68,62,,70,73,60,74,72,72,65,60,19,71,63,76.0
21778,Thomas Phibel,29,2016,France,68,51,49,,56,35,49,53,90,52,30,26,15,55,71,48.0
21779,Thomas Malcolm Rowe,26,2016,England,68,66,66,,65,64,74,81,60,57,75,53,20,67,67,53.0
21780,Quentin Othon,27,2016,France,68,65,61,,67,61,68,82,64,62,64,19,16,73,71,56.0
21781,Anthony Gildas Kofi Annan,28,2016,Ghana,68,72,65,,67,59,78,75,66,73,77,40,16,65,72,50.0
21782,Tally Hall,30,2016,United States,68,20,18,,61,9,31,31,86,20,43,17,68,32,15,22.0
21783,Michel Morganella,26,2016,Switzerland,68,69,69,,75,71,75,86,72,64,80,32,18,66,75,56.0
21784,Tobias Levels,28,2016,Germany,68,60,57,,68,65,63,76,77,63,67,29,17,63,76,40.0
21785,Majed Ahmed Al Marshadi,30,2016,Saudi Arabia,68,43,34,,66,33,55,77,83,46,64,16,16,57,66,33.0
21786,Michael Carl-Eric Almebäck,27,2016,Sweden,68,45,29,,61,46,77,74,81,60,80,21,17,49,70,28.0
21787,Kebba Ceesay,27,2016,Gambia,68,63,56,,60,66,87,84,76,50,87,60,20,58,67,59.0
21788,Alex Wilkinson,30,2016,Australia,68,60,42,,57,33,33,72,75,62,44,36,16,68,72,66.0
21789,Johann Ramaré,31,2016,France,68,67,63,,64,64,44,90,70,58,47,40,16,74,69,47.0
21790,Dale Stephens,26,2016,England,68,68,62,,63,68,65,82,65,64,67,56,18,71,64,44.0
21791,Thorsten Kirschbaum,28,2016,Germany,68,19,19,,67,9,37,28,66,22,33,14,68,37,15,21.0
21792,Nikola Petković,29,2016,Serbia,68,61,57,,71,60,57,70,77,87,57,42,18,63,73,47.0
21793,Aldo Angoula,34,2016,France,68,65,41,,67,41,51,33,80,21,43,32,16,61,73,31.0
21794,Shaleum Narval Logan,27,2016,England,68,68,67,,61,69,80,70,56,56,81,41,16,67,70,51.0
21795,Rafael Bastos,30,2016,Brazil,68,70,73,,65,66,75,68,63,67,73,60,18,70,35,47.0
21796,Guilherme Ozelame Finkler,29,2016,Brazil,68,71,69,,65,72,54,60,62,67,54,63,16,74,26,58.0
21797,David González Giraldo,32,2016,Colombia,68,25,11,,59,12,34,26,72,17,37,12,68,23,11,15.0
21798,Júlio César Coelho de Moraes Júnior,33,2016,Brazil,68,68,68,,69,71,73,76,66,74,70,58,19,72,69,70.0
21799,Guy-Roland N'Dy Assembé,29,2016,Cameroon,68,24,11,,59,11,42,26,75,22,48,10,68,33,14,15.0
21800,Jay Francis Spearing,26,2016,England,68,72,65,,69,58,73,85,61,70,68,59,17,66,72,55.0
21801,Jonathan Hogg,26,2016,England,68,68,67,,73,59,78,90,63,61,74,55,17,72,71,41.0
21802,Sören Gonther,28,2016,Germany,68,54,32,,64,45,67,55,80,57,70,38,14,50,72,42.0
21803,Alexander Grünwald,26,2016,Austria,68,71,67,,67,67,62,74,76,65,67,62,18,67,54,65.0
21804,Ignacio Insa Bohigues,29,2016,Spain,68,70,59,,76,48,66,63,68,60,64,57,20,75,68,59.0
21805,Vincent Muratori,27,2016,France,68,64,46,,72,66,71,73,66,22,73,22,17,56,64,46.0
21806,Héctor Verdés Ortega,31,2016,Spain,68,51,35,,57,26,54,61,87,62,58,20,14,58,65,32.0
21807,Alexandre Cuvillier,29,2016,France,68,69,69,,66,68,71,76,66,61,73,57,19,68,34,41.0
21808,Julien Faussurier,28,2016,France,68,66,53,,65,77,67,92,67,53,66,44,16,68,66,62.0
21809,Lossémy Karaboué,27,2016,Côte d'Ivoire,68,73,66,,57,69,75,80,66,77,78,72,15,59,24,63.0
21810,Jeffrey Sarpong,26,2016,Netherlands,68,75,73,,67,45,89,62,57,59,86,53,19,65,28,51.0
21811,于大宝,27,2016,China PR,68,69,68,,71,53,75,70,67,68,72,73,16,66,34,63.0
21812,Ángel Martínez Cervera,29,2016,Spain,68,71,68,,67,57,68,75,72,63,74,50,16,73,67,55.0
21813,Funso-King Ojo,23,2016,Belgium,68,67,65,,65,68,75,70,64,65,68,59,18,75,62,65.0
21814,Granddi N'Goyi,27,2016,Congo DR,68,66,56,,73,49,67,78,77,45,66,22,16,72,69,31.0
21815,Dorian Dervite,26,2016,France,68,55,34,,55,42,48,65,82,58,60,33,14,66,72,31.0
21816,Jay Aston Emmanuel-Thomas,24,2016,England,68,68,68,,57,63,74,69,81,75,76,68,16,64,33,71.0
21817,Luis Emanuel Ardente,36,2016,Argentina,68,13,11,,62,13,25,14,69,20,21,12,68,16,13,24.0
21818,Alex Smithies,25,2016,England,68,23,14,,65,14,59,41,66,46,59,11,68,12,12,37.0
21819,Nathan Abayomi Delfouneso,24,2016,England,68,70,69,,52,47,88,59,70,69,87,66,14,64,18,61.0
21820,Jack Collison,26,2016,Wales,68,70,65,,72,65,56,64,76,69,54,64,18,75,64,67.0
21821,Nick Alexander Blackman,25,2016,England,68,71,72,,62,65,83,71,62,73,79,68,17,61,33,76.0
21822,Gennaro Troianiello,32,2016,Italy,68,71,68,,68,69,81,79,68,69,84,54,16,67,31,56.0
21823,Fábio José Ferreira Pacheco,27,2016,Portugal,68,67,63,,62,51,66,72,67,73,69,45,18,68,69,44.0
21824,Eduardo Herrera Aguirre,26,2016,Mexico,68,66,56,,60,51,49,68,92,75,61,73,16,65,34,71.0
21825,Kallum Michael Higginbotham,26,2016,England,68,71,72,,53,68,73,80,56,63,78,65,18,67,13,56.0
21826,김광석 金光錫,32,2016,Korea Republic,68,56,51,,77,58,80,63,72,48,78,38,17,55,67,43.0
21827,David Hubert,27,2016,Belgium,68,64,54,,67,53,58,73,68,71,57,39,18,67,69,57.0
21828,Mathías Leonardo Vidangossy Rebolledo,28,2016,Chile,68,75,73,,50,56,80,75,72,57,75,60,16,67,28,61.0
21829,Michał Pazdan,27,2016,Poland,68,64,62,,69,53,41,75,70,69,34,35,20,65,67,46.0
21830,Adam Clayton,26,2016,England,68,71,70,,70,56,68,74,58,69,66,64,18,73,63,66.0
21831,Sean Scannell,24,2016,Republic of Ireland,68,74,75,,58,65,85,62,78,61,87,64,16,63,37,56.0
21832,René Román Hinojo,31,2016,Spain,68,19,14,,57,12,51,24,67,23,56,18,68,25,13,21.0
21833,Daniel Arreola Argüello,29,2016,Mexico,68,67,68,,66,68,72,73,65,70,73,58,18,67,67,60.0
21834,Lys Gomis,25,2016,Senegal,68,21,10,,61,14,55,32,55,24,53,15,68,34,16,11.0
21835,Tamás Kádár,25,2016,Hungary,68,63,37,,64,52,68,74,76,39,72,37,16,66,67,35.0
21836,Claude Dielna,27,2016,France,68,61,36,,66,68,78,75,88,77,78,36,8,65,69,52.0
21837,Nikola Gulan,26,2016,Serbia,68,70,66,,64,61,75,77,70,60,76,47,16,66,69,43.0
21838,Kagisho Evidence Dikgacoi,30,2016,South Africa,68,69,55,,69,55,63,67,78,67,54,57,16,71,68,48.0
21839,Javier Antonio Orozco Peñuelas,27,2016,Mexico,68,68,65,,70,56,69,72,71,69,68,68,18,62,27,71.0
21840,Jair Pereira Rodríguez,28,2016,Mexico,68,53,54,,61,50,62,72,75,50,57,31,18,60,71,50.0
21841,Nikita Burmistrov,25,2016,Russia,68,67,62,,66,70,72,77,72,69,73,68,19,68,16,61.0
21842,Anderson Aparecido Salles,27,2016,Brazil,68,56,43,,60,50,51,73,69,71,53,40,15,61,74,60.0
21843,José Carlos Tofolo Júnior,26,2016,Brazil,68,72,73,,62,66,78,56,73,66,76,66,20,61,31,63.0
21844,Evgeniy Pomazan,26,2016,Russia,68,22,13,,59,15,42,44,73,22,47,14,68,21,14,20.0
21845,Diallo Guidileye,25,2016,Mauritania,68,64,50,,70,38,71,81,76,60,70,17,18,69,68,32.0
21846,Romain Reynaud,32,2016,France,68,56,31,,65,28,38,68,77,45,39,31,18,59,69,36.0
21847,Fredrik Gulbrandsen,22,2016,Norway,68,74,73,,53,58,89,62,72,73,87,69,15,61,29,52.0
21848,Manuel Barreiro Bustelo,28,2016,Spain,68,71,52,,66,36,58,67,74,65,62,72,15,59,18,70.0
21849,Dean William Moxey,29,2016,England,68,70,64,,63,73,74,75,67,57,67,54,14,61,69,39.0
21850,Furdjel Narsingh,27,2016,Netherlands,68,69,79,,55,62,84,34,44,56,82,47,16,69,31,57.0
21851,Lucas Ezequiel Viatri,28,2016,Argentina,68,66,70,,66,47,48,61,83,74,54,71,18,62,23,64.0
21852,Sezgin Coşkun,30,2016,Turkey,68,53,52,,54,51,58,66,80,62,76,46,15,47,69,51.0
21853,Aziz Bouhaddouz,28,2016,Morocco,68,66,64,,68,49,64,73,83,69,69,72,15,61,13,66.0
21854,Rajiv van La Parra,24,2016,Netherlands,68,74,77,,57,60,84,71,65,69,85,53,19,65,35,63.0
21855,Pasquale Schiattarella,28,2016,Italy,68,69,67,,69,61,83,82,69,70,78,57,19,71,57,57.0
21856,Benoît Guy Jean Poulain,27,2016,France,68,56,18,,63,33,32,72,79,25,53,23,13,55,71,65.0
21857,Kevin Conboy,27,2016,Denmark,68,62,61,,66,71,71,73,73,80,67,40,15,66,67,38.0
21858,Jørgen Skjelvik,23,2016,Norway,68,64,64,,66,60,87,75,68,65,90,51,16,63,68,46.0
21859,Francesco Caputo,27,2016,Italy,68,67,63,,69,33,81,72,74,66,81,68,17,59,13,74.0
21860,Jamie Murphy,25,2016,Scotland,68,67,68,,64,59,84,81,71,68,82,65,20,66,45,76.0
21861,Aron Einar Malmquist Gunnarsson,26,2016,Iceland,68,71,66,,68,64,65,76,75,70,69,57,16,70,68,52.0
21862,Andrea Mazzarani,25,2016,Italy,68,73,71,,69,57,77,78,70,65,77,55,16,69,24,75.0
21863,Bruno Fornaroli Mezza,27,2016,Uruguay,68,69,68,,71,56,76,68,62,66,70,68,20,61,40,73.0
21864,Simone Colombi,24,2016,Italy,68,23,10,,63,14,45,43,43,23,35,15,68,36,11,23.0
21865,Dennis Daube,25,2016,Germany,68,72,70,,64,65,73,74,72,61,66,59,19,71,60,54.0
21866,Christopher James Solly,24,2016,England,68,66,65,,61,68,75,73,71,27,69,36,20,57,71,38.0
21867,Jonás Ramalho Chimeno,22,2016,Spain,68,54,43,,60,59,69,57,50,22,79,35,18,57,73,41.0
21868,Alparslan Erdem,26,2016,Turkey,68,70,70,,69,68,76,70,56,47,67,34,16,72,70,44.0
21869,Álvaro Giménez Candela,24,2016,Spain,68,72,74,,70,57,78,52,57,58,77,76,17,60,21,55.0
21870,Ciro Henrique Alves Ferreira e Silva,26,2016,Brazil,68,72,69,,71,67,84,67,58,66,71,72,18,72,21,67.0
21871,Korcan Çelikay,27,2016,Turkey,68,20,14,,60,13,26,22,61,12,35,13,68,29,14,17.0
21872,Leandro Paulino da Silva,29,2016,Brazil,68,64,61,,66,58,60,63,75,69,59,45,14,60,61,65.0
21873,Karl-Johan Anton Johnsson,25,2016,Sweden,68,22,16,,64,11,50,45,59,21,49,13,68,26,14,17.0
21874,Paul Alexander Coutts,26,2016,Scotland,68,69,70,,60,70,70,74,70,71,74,62,17,74,59,64.0
21875,Ryan James McGowan,25,2016,Australia,68,63,57,,60,59,64,82,75,58,70,44,17,61,72,58.0
21876,Joe Bennett,25,2016,England,68,67,61,,63,67,76,69,65,65,68,35,15,61,71,45.0
21877,Emmanuel Yaw Frimpong,23,2016,Ghana,68,74,67,,58,51,67,74,57,72,73,48,17,71,66,57.0
21878,Pavle Ninkov,30,2016,Serbia,68,72,68,,71,73,55,75,69,67,64,59,19,76,68,63.0
21879,Kristoffer Tokstad,23,2016,Norway,68,68,67,,58,64,84,84,78,68,84,62,16,64,48,58.0
21880,Diego Eduardo De Buen Juárez,23,2016,Mexico,68,68,67,,67,60,68,82,74,84,64,55,17,69,68,70.0
21881,Lunan Ruben Gabrielsen,23,2016,Norway,68,55,47,,61,53,69,77,84,73,72,46,15,64,67,48.0
21882,Danny Hoesen,24,2016,Netherlands,68,71,71,,69,53,78,66,70,71,79,64,18,59,28,56.0
21883,Osvaldo David Martínez Arce,29,2016,Paraguay,68,71,71,,61,62,67,77,64,83,63,50,15,74,55,77.0
21884,Facundo Andrés Affranchino,25,2016,Argentina,68,71,69,,57,65,81,74,56,72,79,59,16,66,55,57.0
21885,Stefan Frei,29,2016,Switzerland,68,19,18,,68,15,43,30,70,23,45,17,68,32,20,20.0
21886,Ulises Alejandro Dávila Plascencia,24,2016,Mexico,68,71,75,,66,66,80,62,53,70,76,67,16,66,28,70.0
21887,Sheanon Williams,25,2016,United States,68,61,63,,60,63,77,85,64,62,85,54,16,61,69,50.0
21888,Tanju Kayhan,25,2016,Austria,68,67,69,,64,68,79,81,69,75,78,53,19,56,68,62.0
21889,Carlos Darwin Quintero Villalba,27,2016,Colombia,68,70,77,,56,64,80,58,48,61,86,50,14,68,23,59.0
